,Time,Conc (mg/m3),Qtot (m3),WS (MPS),RH (%),AT (C),Latitude,longitude,hour,day,day_of_week,month,day_of_year,weekday_weekend,Conc(ug/m3)
0,2021-12-15 00:00:00,0.011,0.7,9.7,43,18.3,1.278822,36.817281,0,15,2,12,349,1,11.0
1,2021-12-15 01:00:00,0.009,0.7,9.7,44,18.1,1.278822,36.817281,1,15,2,12,349,1,9.0
2,2021-12-15 02:00:00,0.018,0.7,9.8,44,18.1,1.278822,36.817281,2,15,2,12,349,1,18.0
3,2021-12-15 03:00:00,0.015,0.7,9.8,44,18.2,1.278822,36.817281,3,15,2,12,349,1,15.0
4,2021-12-15 04:00:00,0.011,0.7,9.9,44,17.9,1.278822,36.817281,4,15,2,12,349,1,11.0
5,2021-12-15 05:00:00,0.009,0.7,9.9,44,17.7,1.278822,36.817281,5,15,2,12,349,1,9.0
6,2021-12-15 06:00:00,0.011,0.7,9.9,44,17.7,1.278822,36.817281,6,15,2,12,349,1,11.0
7,2021-12-15 07:00:00,0.014,0.7,10.0,44,17.9,1.278822,36.817281,7,15,2,12,349,1,14.0
8,2021-12-15 08:00:00,0.022,0.701,10.1,44,17.3,1.278822,36.817281,8,15,2,12,349,1,22.0
9,2021-12-15 09:00:00,0.036,0.7,10.1,44,17.8,1.278822,36.817281,9,15,2,12,349,1,36.0
10,2021-12-15 10:00:00,0.025,0.7,10.2,44,18.9,1.278822,36.817281,10,15,2,12,349,1,25.0
11,2021-12-15 11:00:00,0.021,0.701,10.2,42,20.2,1.278822,36.817281,11,15,2,12,349,1,21.0
12,2021-12-15 12:00:00,0.012,0.701,10.3,43,20.6,1.278822,36.817281,12,15,2,12,349,1,12.0
13,2021-12-15 13:00:00,0.006,0.701,10.2,43,21.1,1.278822,36.817281,13,15,2,12,349,1,6.0
14,2021-12-15 14:00:00,0.006,0.7,10.3,43,23.5,1.278822,36.817281,14,15,2,12,349,1,6.0
15,2021-12-15 15:00:00,0.006,0.7,10.3,41,24.3,1.278822,36.817281,15,15,2,12,349,1,6.0
16,2021-12-15 16:00:00,0.017,0.701,10.2,41,22.5,1.278822,36.817281,16,15,2,12,349,1,17.0
17,2021-12-15 17:00:00,0.016,0.701,10.2,42,22.7,1.278822,36.817281,17,15,2,12,349,1,16.0
18,2021-12-15 18:00:00,0.018,0.7,10.2,44,21.8,1.278822,36.817281,18,15,2,12,349,1,18.0
19,2021-12-15 19:00:00,0.02,0.7,10.1,43,20.7,1.278822,36.817281,19,15,2,12,349,1,20.0
20,2021-12-15 20:00:00,0.029,0.7,9.9,43,19.7,1.278822,36.817281,20,15,2,12,349,1,29.0
21,2021-12-15 21:00:00,0.017,0.7,9.9,44,19.0,1.278822,36.817281,21,15,2,12,349,1,17.0
22,2021-12-15 22:00:00,0.015,0.7,9.9,44,18.9,1.278822,36.817281,22,15,2,12,349,1,15.0
23,2021-12-15 23:00:00,0.015,0.701,9.8,43,18.7,1.278822,36.817281,23,15,2,12,349,1,15.0
24,2021-12-16 00:00:00,0.012,0.7,9.9,44,18.3,1.278822,36.817281,0,16,3,12,350,1,12.0
25,2021-12-16 01:00:00,0.012,0.7,9.9,44,17.9,1.278822,36.817281,1,16,3,12,350,1,12.0
26,2021-12-16 02:00:00,0.01,0.7,10.0,44,17.9,1.278822,36.817281,2,16,3,12,350,1,10.0
27,2021-12-16 03:00:00,0.009,0.7,10.0,44,17.7,1.278822,36.817281,3,16,3,12,350,1,9.0
28,2021-12-16 04:00:00,0.007,0.7,10.0,44,17.3,1.278822,36.817281,4,16,3,12,350,1,7.0
29,2021-12-16 05:00:00,0.007,0.701,10.1,44,17.3,1.278822,36.817281,5,16,3,12,350,1,7.0
662,2022-01-11 14:00:00,0.025,0.702,10.0,30,26.0,1.278822,36.817281,14,11,1,1,11,1,25.0
663,2022-01-11 15:00:00,0.016,0.7,10.0,28,25.9,1.278822,36.817281,15,11,1,1,11,1,16.0
664,2022-01-11 16:00:00,0.015,0.7,9.9,24,26.3,1.278822,36.817281,16,11,1,1,11,1,15.0
665,2022-01-11 17:00:00,0.013,0.701,9.7,23,25.2,1.278822,36.817281,17,11,1,1,11,1,13.0
666,2022-01-11 18:00:00,0.015,0.7,9.6,23,24.2,1.278822,36.817281,18,11,1,1,11,1,15.0
667,2022-01-11 19:00:00,0.024,0.7,9.6,25,23.1,1.278822,36.817281,19,11,1,1,11,1,24.0
668,2022-01-11 20:00:00,0.023,0.7,9.5,29,21.5,1.278822,36.817281,20,11,1,1,11,1,23.0
669,2022-01-11 21:00:00,0.026,0.701,9.4,31,20.2,1.278822,36.817281,21,11,1,1,11,1,26.0
670,2022-01-11 22:00:00,0.013,0.7,9.5,38,19.0,1.278822,36.817281,22,11,1,1,11,1,13.0
671,2022-01-11 23:00:00,0.013,0.7,9.5,40,18.6,1.278822,36.817281,23,11,1,1,11,1,13.0
672,2022-01-12 00:00:00,0.019,0.7,9.5,41,18.2,1.278822,36.817281,0,12,2,1,12,1,19.0
673,2022-01-12 01:00:00,0.01,0.701,9.6,43,17.9,1.278822,36.817281,1,12,2,1,12,1,10.0
674,2022-01-12 02:00:00,0.015,0.7,9.7,43,17.4,1.278822,36.817281,2,12,2,1,12,1,15.0
675,2022-01-12 03:00:00,0.011,0.701,9.7,43,17.0,1.278822,36.817281,3,12,2,1,12,1,11.0
676,2022-01-12 04:00:00,0.013,0.7,9.8,43,16.8,1.278822,36.817281,4,12,2,1,12,1,13.0
677,2022-01-12 05:00:00,0.015,0.7,10.0,42,16.4,1.278822,36.817281,5,12,2,1,12,1,15.0
678,2022-01-12 06:00:00,0.026,0.7,10.1,42,16.2,1.278822,36.817281,6,12,2,1,12,1,26.0
679,2022-01-12 07:00:00,0.022,0.701,10.2,42,16.0,1.278822,36.817281,7,12,2,1,12,1,22.0
680,2022-01-12 08:00:00,0.023,0.7,10.3,42,17.7,1.278822,36.817281,8,12,2,1,12,1,23.0
681,2022-01-12 09:00:00,0.019,0.7,10.4,42,19.8,1.278822,36.817281,9,12,2,1,12,1,19.0
682,2022-01-12 10:00:00,0.019,0.701,10.5,41,21.4,1.278822,36.817281,10,12,2,1,12,1,19.0
683,2022-01-12 11:00:00,0.015,0.7,10.5,38,22.6,1.278822,36.817281,11,12,2,1,12,1,15.0
684,2022-01-12 12:00:00,0.019,0.7,10.6,37,24.0,1.278822,36.817281,12,12,2,1,12,1,19.0
685,2022-01-12 13:00:00,0.015,0.701,10.5,36,24.5,1.278822,36.817281,13,12,2,1,12,1,15.0
686,2022-01-12 14:00:00,0.017,0.7,10.5,32,25.8,1.278822,36.817281,14,12,2,1,12,1,17.0
687,2022-01-12 15:00:00,0.015,0.701,10.3,28,26.1,1.278822,36.817281,15,12,2,1,12,1,15.0
688,2022-01-12 16:00:00,0.018,0.7,10.1,28,26.3,1.278822,36.817281,16,12,2,1,12,1,18.0
689,2022-01-12 17:00:00,0.015,0.7,10.0,29,24.8,1.278822,36.817281,17,12,2,1,12,1,15.0
690,2022-01-12 18:00:00,0.013,0.7,9.9,30,23.6,1.278822,36.817281,18,12,2,1,12,1,13.0
691,2022-01-12 19:00:00,0.022,0.701,9.7,31,22.3,1.278822,36.817281,19,12,2,1,12,1,22.0
692,2022-01-12 20:00:00,0.019,0.701,9.7,33,21.1,1.278822,36.817281,20,12,2,1,12,1,19.0
693,2022-01-12 21:00:00,0.014,0.7,9.6,35,20.2,1.278822,36.817281,21,12,2,1,12,1,14.0
694,2022-01-12 22:00:00,0.015,0.7,9.6,36,19.7,1.278822,36.817281,22,12,2,1,12,1,15.0
695,2022-01-12 23:00:00,0.017,0.7,9.6,36,18.9,1.278822,36.817281,23,12,2,1,12,1,17.0
696,2022-01-13 00:00:00,0.011,0.702,9.6,37,18.5,1.278822,36.817281,0,13,3,1,13,1,11.0
697,2022-01-13 01:00:00,0.009,0.7,9.7,39,18.2,1.278822,36.817281,1,13,3,1,13,1,9.0
698,2022-01-13 02:00:00,0.009,0.7,9.8,40,17.9,1.278822,36.817281,2,13,3,1,13,1,9.0
699,2022-01-13 03:00:00,0.01,0.701,9.9,40,17.6,1.278822,36.817281,3,13,3,1,13,1,10.0
700,2022-01-13 04:00:00,0.01,0.701,9.9,41,16.8,1.278822,36.817281,4,13,3,1,13,1,10.0
701,2022-01-13 05:00:00,0.007,0.701,10.0,41,16.5,1.278822,36.817281,5,13,3,1,13,1,7.0
702,2022-01-13 06:00:00,0.014,0.7,10.2,41,16.5,1.278822,36.817281,6,13,3,1,13,1,14.0
703,2022-01-13 07:00:00,0.018,0.7,10.3,41,16.6,1.278822,36.817281,7,13,3,1,13,1,18.0
704,2022-01-13 08:00:00,0.019,0.7,10.4,39,18.9,1.278822,36.817281,8,13,3,1,13,1,19.0
705,2022-01-13 09:00:00,0.018,0.7,10.5,38,20.2,1.278822,36.817281,9,13,3,1,13,1,18.0
706,2022-01-13 10:00:00,0.012,0.7,10.6,35,22.5,1.278822,36.817281,10,13,3,1,13,1,12.0
707,2022-01-13 11:00:00,0.017,0.7,10.6,32,24.5,1.278822,36.817281,11,13,3,1,13,1,17.0
708,2022-01-13 12:00:00,0.013,0.701,10.6,27,26.0,1.278822,36.817281,12,13,3,1,13,1,13.0
709,2022-01-13 13:00:00,0.014,0.7,10.6,25,27.3,1.278822,36.817281,13,13,3,1,13,1,14.0
710,2022-01-13 14:00:00,0.013,0.699,10.5,24,27.4,1.278822,36.817281,14,13,3,1,13,1,13.0
711,2022-01-13 15:00:00,0.013,0.699,10.4,25,28.1,1.278822,36.817281,15,13,3,1,13,1,13.0
712,2022-01-13 16:00:00,0.01,0.7,10.2,24,27.8,1.278822,36.817281,16,13,3,1,13,1,10.0
713,2022-01-13 17:00:00,0.014,0.697,10.0,24,26.7,1.278822,36.817281,17,13,3,1,13,1,14.0
714,2022-01-13 18:00:00,0.012,0.7,9.8,22,25.8,1.278822,36.817281,18,13,3,1,13,1,12.0
715,2022-01-13 19:00:00,0.018,0.7,9.7,24,24.4,1.278822,36.817281,19,13,3,1,13,1,18.0
716,2022-01-13 20:00:00,0.023,0.7,9.6,28,23.1,1.278822,36.817281,20,13,3,1,13,1,23.0
717,2022-01-13 21:00:00,0.027,0.7,9.5,30,21.8,1.278822,36.817281,21,13,3,1,13,1,27.0
718,2022-01-13 22:00:00,0.018,0.7,9.5,31,20.9,1.278822,36.817281,22,13,3,1,13,1,18.0
719,2022-01-13 23:00:00,0.017,0.7,9.4,33,20.1,1.278822,36.817281,23,13,3,1,13,1,17.0
720,2022-01-14 00:00:00,0.012,0.7,9.5,34,19.5,1.278822,36.817281,0,14,4,1,14,1,12.0
721,2022-01-14 01:00:00,0.017,0.7,9.5,35,18.9,1.278822,36.817281,1,14,4,1,14,1,17.0
722,2022-01-14 02:00:00,0.017,0.7,9.6,35,18.5,1.278822,36.817281,2,14,4,1,14,1,17.0
723,2022-01-14 03:00:00,0.009,0.7,9.7,35,17.7,1.278822,36.817281,3,14,4,1,14,1,9.0
724,2022-01-14 04:00:00,0.009,0.7,9.8,36,17.2,1.278822,36.817281,4,14,4,1,14,1,9.0
725,2022-01-14 05:00:00,0.01,0.7,9.9,37,16.6,1.278822,36.817281,5,14,4,1,14,1,10.0
726,2022-01-14 06:00:00,0.01,0.7,10.0,37,16.3,1.278822,36.817281,6,14,4,1,14,1,10.0
727,2022-01-14 07:00:00,0.015,0.7,10.1,37,16.2,1.278822,36.817281,7,14,4,1,14,1,15.0
728,2022-01-14 08:00:00,0.026,0.7,10.2,37,18.4,1.278822,36.817281,8,14,4,1,14,1,26.0
729,2022-01-14 09:00:00,0.016,0.7,10.3,38,21.8,1.278822,36.817281,9,14,4,1,14,1,16.0
730,2022-01-14 10:00:00,0.008,0.7,10.3,37,23.4,1.278822,36.817281,10,14,4,1,14,1,8.0
731,2022-01-14 11:00:00,0.013,0.7,10.4,35,25.4,1.278822,36.817281,11,14,4,1,14,1,13.0
732,2022-01-14 12:00:00,0.019,0.7,10.4,30,26.6,1.278822,36.817281,12,14,4,1,14,1,19.0
733,2022-01-14 13:00:00,0.022,0.701,10.4,27,28.2,1.278822,36.817281,13,14,4,1,14,1,22.0
734,2022-01-14 14:00:00,0.014,0.701,10.3,24,29.1,1.278822,36.817281,14,14,4,1,14,1,14.0
735,2022-01-14 15:00:00,0.011,0.701,10.1,21,29.7,1.278822,36.817281,15,14,4,1,14,1,11.0
736,2022-01-14 16:00:00,0.011,0.7,9.9,21,29.5,1.278822,36.817281,16,14,4,1,14,1,11.0
737,2022-01-14 17:00:00,0.011,0.7,9.7,22,27.7,1.278822,36.817281,17,14,4,1,14,1,11.0
738,2022-01-14 18:00:00,0.017,0.7,9.6,25,26.5,1.278822,36.817281,18,14,4,1,14,1,17.0
739,2022-01-14 19:00:00,0.018,0.7,9.4,24,25.1,1.278822,36.817281,19,14,4,1,14,1,18.0
740,2022-01-14 20:00:00,0.018,0.7,9.3,25,23.5,1.278822,36.817281,20,14,4,1,14,1,18.0
741,2022-01-14 21:00:00,0.017,0.701,9.2,31,21.9,1.278822,36.817281,21,14,4,1,14,1,17.0
742,2022-01-14 22:00:00,0.02,0.7,9.1,34,21.0,1.278822,36.817281,22,14,4,1,14,1,20.0
743,2022-01-14 23:00:00,0.016,0.7,9.1,35,20.6,1.278822,36.817281,23,14,4,1,14,1,16.0
744,2022-01-15 00:00:00,0.013,0.7,9.1,36,20.3,1.278822,36.817281,0,15,5,1,15,0,13.0
745,2022-01-15 01:00:00,0.016,0.7,9.1,37,19.9,1.278822,36.817281,1,15,5,1,15,0,16.0
746,2022-01-15 02:00:00,0.009,0.7,9.2,37,19.7,1.278822,36.817281,2,15,5,1,15,0,9.0
747,2022-01-15 03:00:00,0.009,0.7,9.3,37,19.4,1.278822,36.817281,3,15,5,1,15,0,9.0
748,2022-01-15 04:00:00,0.011,0.7,9.3,37,18.8,1.278822,36.817281,4,15,5,1,15,0,11.0
749,2022-01-15 05:00:00,0.012,0.7,9.4,38,18.3,1.278822,36.817281,5,15,5,1,15,0,12.0
750,2022-01-15 06:00:00,0.013,0.7,9.6,38,18.2,1.278822,36.817281,6,15,5,1,15,0,13.0
751,2022-01-15 07:00:00,0.018,0.7,9.7,38,17.9,1.278822,36.817281,7,15,5,1,15,0,18.0
752,2022-01-15 08:00:00,0.028,0.7,9.7,38,19.7,1.278822,36.817281,8,15,5,1,15,0,28.0
753,2022-01-15 09:00:00,0.014,0.7,9.8,37,22.7,1.278822,36.817281,9,15,5,1,15,0,14.0
754,2022-01-15 10:00:00,0.01,0.701,9.9,37,24.5,1.278822,36.817281,10,15,5,1,15,0,10.0
755,2022-01-15 11:00:00,0.017,0.7,9.9,37,26.5,1.278822,36.817281,11,15,5,1,15,0,17.0
756,2022-01-15 12:00:00,0.018,0.701,9.9,35,28.6,1.278822,36.817281,12,15,5,1,15,0,18.0
757,2022-01-15 13:00:00,0.024,0.7,9.9,33,28.2,1.278822,36.817281,13,15,5,1,15,0,24.0
758,2022-01-15 14:00:00,0.017,0.7,9.7,31,28.4,1.278822,36.817281,14,15,5,1,15,0,17.0
759,2022-01-15 15:00:00,0.022,0.699,9.6,39,23.1,1.278822,36.817281,15,15,5,1,15,0,22.0
760,2022-01-15 16:00:00,0.008,0.7,9.6,42,18.1,1.278822,36.817281,16,15,5,1,15,0,8.0
761,2022-01-15 17:00:00,0.016,0.7,9.4,42,19.5,1.278822,36.817281,17,15,5,1,15,0,16.0
762,2022-01-15 18:00:00,0.023,0.7,9.2,40,20.0,1.278822,36.817281,18,15,5,1,15,0,23.0
763,2022-01-15 19:00:00,0.026,0.7,9.2,43,18.8,1.278822,36.817281,19,15,5,1,15,0,26.0
764,2022-01-15 20:00:00,0.025,0.7,9.3,44,18.9,1.278822,36.817281,20,15,5,1,15,0,25.0
765,2022-01-15 21:00:00,0.036,0.7,9.3,43,18.9,1.278822,36.817281,21,15,5,1,15,0,36.0
766,2022-01-15 22:00:00,0.069,0.7,9.3,43,18.9,1.278822,36.817281,22,15,5,1,15,0,69.0
767,2022-01-15 23:00:00,0.028,0.7,9.4,41,18.8,1.278822,36.817281,23,15,5,1,15,0,28.0
768,2022-01-16 00:00:00,0.026,0.7,9.5,43,18.1,1.278822,36.817281,0,16,6,1,16,0,26.0
769,2022-01-16 01:00:00,0.031,0.7,9.6,44,17.8,1.278822,36.817281,1,16,6,1,16,0,31.0
770,2022-01-16 02:00:00,0.039,0.7,9.7,43,17.7,1.278822,36.817281,2,16,6,1,16,0,39.0
771,2022-01-16 03:00:00,0.039,0.7,9.7,43,17.7,1.278822,36.817281,3,16,6,1,16,0,39.0
772,2022-01-16 04:00:00,0.03,0.7,9.9,44,17.6,1.278822,36.817281,4,16,6,1,16,0,30.0
773,2022-01-16 05:00:00,0.024,0.7,10.0,43,17.3,1.278822,36.817281,5,16,6,1,16,0,24.0
774,2022-01-16 06:00:00,0.022,0.7,10.1,44,16.8,1.278822,36.817281,6,16,6,1,16,0,22.0
775,2022-01-16 07:00:00,0.023,0.7,10.2,44,16.8,1.278822,36.817281,7,16,6,1,16,0,23.0
776,2022-01-16 08:00:00,0.019,0.7,10.2,42,20.0,1.278822,36.817281,8,16,6,1,16,0,19.0
777,2022-01-16 09:00:00,0.018,0.7,10.2,43,22.2,1.278822,36.817281,9,16,6,1,16,0,18.0
778,2022-01-16 10:00:00,0.012,0.7,10.3,43,22.6,1.278822,36.817281,10,16,6,1,16,0,12.0
779,2022-01-16 11:00:00,0.024,0.701,10.3,42,24.1,1.278822,36.817281,11,16,6,1,16,0,24.0
780,2022-01-16 12:00:00,0.019,0.701,10.3,42,26.3,1.278822,36.817281,12,16,6,1,16,0,19.0
781,2022-01-16 13:00:00,0.017,0.701,10.4,40,26.8,1.278822,36.817281,13,16,6,1,16,0,17.0
782,2022-01-16 14:00:00,0.011,0.7,10.3,38,28.2,1.278822,36.817281,14,16,6,1,16,0,11.0
783,2022-01-16 15:00:00,0.011,0.7,10.2,36,28.9,1.278822,36.817281,15,16,6,1,16,0,11.0
784,2022-01-16 16:00:00,0.011,0.701,10.0,35,29.0,1.278822,36.817281,16,16,6,1,16,0,11.0
785,2022-01-16 17:00:00,0.01,0.7,9.9,34,27.6,1.278822,36.817281,17,16,6,1,16,0,10.0
786,2022-01-16 18:00:00,0.012,0.7,9.7,32,26.3,1.278822,36.817281,18,16,6,1,16,0,12.0
787,2022-01-16 19:00:00,0.018,0.701,9.6,39,22.8,1.278822,36.817281,19,16,6,1,16,0,18.0
788,2022-01-16 20:00:00,0.015,0.7,9.5,38,21.3,1.278822,36.817281,20,16,6,1,16,0,15.0
789,2022-01-16 21:00:00,0.019,0.7,9.4,39,21.4,1.278822,36.817281,21,16,6,1,16,0,19.0
790,2022-01-16 22:00:00,0.012,0.7,9.4,41,21.0,1.278822,36.817281,22,16,6,1,16,0,12.0
791,2022-01-16 23:00:00,0.013,0.7,9.4,42,20.3,1.278822,36.817281,23,16,6,1,16,0,13.0
792,2022-01-17 00:00:00,0.012,0.7,9.4,43,19.6,1.278822,36.817281,0,17,0,1,17,1,12.0
793,2022-01-17 01:00:00,0.007,0.7,9.4,43,17.9,1.278822,36.817281,1,17,0,1,17,1,7.0
794,2022-01-17 02:00:00,0.007,0.701,9.4,43,17.5,1.278822,36.817281,2,17,0,1,17,1,7.0
795,2022-01-17 03:00:00,0.007,0.7,9.5,44,17.7,1.278822,36.817281,3,17,0,1,17,1,7.0
796,2022-01-17 04:00:00,0.008,0.701,9.5,44,18.0,1.278822,36.817281,4,17,0,1,17,1,8.0
797,2022-01-17 05:00:00,0.014,0.7,9.6,44,18.3,1.278822,36.817281,5,17,0,1,17,1,14.0
798,2022-01-17 06:00:00,0.013,0.7,9.6,43,18.5,1.278822,36.817281,6,17,0,1,17,1,13.0
799,2022-01-17 07:00:00,0.013,0.7,9.7,44,18.1,1.278822,36.817281,7,17,0,1,17,1,13.0
800,2022-01-17 08:00:00,0.026,0.7,9.8,43,19.6,1.278822,36.817281,8,17,0,1,17,1,26.0
801,2022-01-17 09:00:00,0.011,0.7,9.8,42,21.4,1.278822,36.817281,9,17,0,1,17,1,11.0
802,2022-01-17 10:00:00,0.01,0.701,9.8,40,23.4,1.278822,36.817281,10,17,0,1,17,1,10.0
803,2022-01-17 11:00:00,0.01,0.701,9.9,41,23.1,1.278822,36.817281,11,17,0,1,17,1,10.0
804,2022-01-17 12:00:00,0.01,0.7,9.9,43,23.8,1.278822,36.817281,12,17,0,1,17,1,10.0
805,2022-01-17 13:00:00,0.012,0.701,10.0,43,24.8,1.278822,36.817281,13,17,0,1,17,1,12.0
806,2022-01-17 14:00:00,0.013,0.7,9.9,42,25.1,1.278822,36.817281,14,17,0,1,17,1,13.0
807,2022-01-17 15:00:00,0.01,0.7,9.8,41,25.1,1.278822,36.817281,15,17,0,1,17,1,10.0
808,2022-01-17 16:00:00,0.01,0.7,9.7,42,20.3,1.278822,36.817281,16,17,0,1,17,1,10.0
809,2022-01-17 17:00:00,0.008,0.701,9.7,41,19.1,1.278822,36.817281,17,17,0,1,17,1,8.0
810,2022-01-17 18:00:00,0.007,0.7,9.6,41,19.5,1.278822,36.817281,18,17,0,1,17,1,7.0
811,2022-01-17 19:00:00,0.008,0.7,9.6,41,19.6,1.278822,36.817281,19,17,0,1,17,1,8.0
812,2022-01-17 20:00:00,0.012,0.7,9.6,41,19.6,1.278822,36.817281,20,17,0,1,17,1,12.0
813,2022-01-17 21:00:00,0.008,0.7,9.6,42,19.2,1.278822,36.817281,21,17,0,1,17,1,8.0
814,2022-01-17 22:00:00,0.009,0.701,9.6,42,19.1,1.278822,36.817281,22,17,0,1,17,1,9.0
815,2022-01-17 23:00:00,0.011,0.7,9.7,41,19.2,1.278822,36.817281,23,17,0,1,17,1,11.0
816,2022-01-18 00:00:00,0.012,0.7,9.8,41,19.2,1.278822,36.817281,0,18,1,1,18,1,12.0
817,2022-01-18 01:00:00,0.017,0.7,9.9,42,19.1,1.278822,36.817281,1,18,1,1,18,1,17.0
818,2022-01-18 02:00:00,0.023,0.7,9.9,43,18.6,1.278822,36.817281,2,18,1,1,18,1,23.0
819,2022-01-18 03:00:00,0.017,0.7,10.0,43,18.1,1.278822,36.817281,3,18,1,1,18,1,17.0
820,2022-01-18 04:00:00,0.015,0.7,10.2,43,17.5,1.278822,36.817281,4,18,1,1,18,1,15.0
821,2022-01-18 05:00:00,0.019,0.7,10.2,44,17.2,1.278822,36.817281,5,18,1,1,18,1,19.0
822,2022-01-18 06:00:00,0.023,0.7,10.3,44,17.4,1.278822,36.817281,6,18,1,1,18,1,23.0
823,2022-01-18 07:00:00,0.041,0.7,10.3,44,17.5,1.278822,36.817281,7,18,1,1,18,1,41.0
824,2022-01-18 08:00:00,0.058,0.7,10.3,43,17.9,1.278822,36.817281,8,18,1,1,18,1,58.0
825,2022-01-18 09:00:00,0.03,0.7,10.4,43,18.5,1.278822,36.817281,9,18,1,1,18,1,30.0
826,2022-01-18 10:00:00,0.016,0.701,10.4,43,19.6,1.278822,36.817281,10,18,1,1,18,1,16.0
827,2022-01-18 11:00:00,0.017,0.7,10.5,43,21.5,1.278822,36.817281,11,18,1,1,18,1,17.0
828,2022-01-18 12:00:00,0.014,0.7,10.5,40,24.4,1.278822,36.817281,12,18,1,1,18,1,14.0
829,2022-01-18 13:00:00,0.014,0.7,10.6,40,26.6,1.278822,36.817281,13,18,1,1,18,1,14.0
830,2022-01-18 14:00:00,0.017,0.701,10.6,43,24.7,1.278822,36.817281,14,18,1,1,18,1,17.0
831,2022-01-18 15:00:00,0.022,0.7,10.5,42,26.3,1.278822,36.817281,15,18,1,1,18,1,22.0
832,2022-01-18 16:00:00,0.009,0.699,10.4,42,21.9,1.278822,36.817281,16,18,1,1,18,1,9.0
833,2022-01-18 17:00:00,0.006,0.7,10.3,43,18.1,1.278822,36.817281,17,18,1,1,18,1,6.0
834,2022-01-18 18:00:00,0.02,0.7,10.1,41,19.6,1.278822,36.817281,18,18,1,1,18,1,20.0
835,2022-01-18 19:00:00,0.032,0.7,10.0,44,19.8,1.278822,36.817281,19,18,1,1,18,1,32.0
836,2022-01-18 20:00:00,0.045,0.7,10.0,42,19.6,1.278822,36.817281,20,18,1,1,18,1,45.0
837,2022-01-18 21:00:00,0.048,0.7,9.9,42,19.0,1.278822,36.817281,21,18,1,1,18,1,48.0
838,2022-01-18 22:00:00,0.045,0.7,9.9,44,19.1,1.278822,36.817281,22,18,1,1,18,1,45.0
839,2022-01-18 23:00:00,0.039,0.7,10.0,43,18.9,1.278822,36.817281,23,18,1,1,18,1,39.0
840,2022-01-19 00:00:00,0.047,0.7,10.0,43,18.9,1.278822,36.817281,0,19,2,1,19,1,47.0
841,2022-01-19 01:00:00,0.038,0.701,10.1,44,18.9,1.278822,36.817281,1,19,2,1,19,1,38.0
842,2022-01-19 02:00:00,0.026,0.7,10.2,44,18.5,1.278822,36.817281,2,19,2,1,19,1,26.0
843,2022-01-19 03:00:00,0.022,0.7,10.3,44,18.6,1.278822,36.817281,3,19,2,1,19,1,22.0
844,2022-01-19 04:00:00,0.012,0.7,10.3,41,18.2,1.278822,36.817281,4,19,2,1,19,1,12.0
845,2022-01-19 05:00:00,0.013,0.7,10.4,42,18.1,1.278822,36.817281,5,19,2,1,19,1,13.0
846,2022-01-19 06:00:00,0.013,0.7,10.5,43,18.0,1.278822,36.817281,6,19,2,1,19,1,13.0
847,2022-01-19 07:00:00,0.017,0.7,10.6,43,17.8,1.278822,36.817281,7,19,2,1,19,1,17.0
848,2022-01-19 08:00:00,0.028,0.7,10.7,42,18.3,1.278822,36.817281,8,19,2,1,19,1,28.0
849,2022-01-19 09:00:00,0.035,0.7,10.8,42,19.4,1.278822,36.817281,9,19,2,1,19,1,35.0
850,2022-01-19 10:00:00,0.024,0.7,10.8,40,22.3,1.278822,36.817281,10,19,2,1,19,1,24.0
851,2022-01-19 11:00:00,0.018,0.7,10.9,37,24.6,1.278822,36.817281,11,19,2,1,19,1,18.0
852,2022-01-19 12:00:00,0.015,0.7,10.9,37,26.0,1.278822,36.817281,12,19,2,1,19,1,15.0
853,2022-01-19 13:00:00,0.014,0.701,10.8,36,27.1,1.278822,36.817281,13,19,2,1,19,1,14.0
854,2022-01-19 14:00:00,0.021,0.701,10.8,36,27.0,1.278822,36.817281,14,19,2,1,19,1,21.0
855,2022-01-19 15:00:00,0.01,0.7,10.6,34,27.6,1.278822,36.817281,15,19,2,1,19,1,10.0
856,2022-01-19 16:00:00,0.013,0.699,10.4,35,27.0,1.278822,36.817281,16,19,2,1,19,1,13.0
857,2022-01-19 17:00:00,0.012,0.7,10.2,36,23.8,1.278822,36.817281,17,19,2,1,19,1,12.0
858,2022-01-19 18:00:00,0.014,0.7,10.1,40,20.4,1.278822,36.817281,18,19,2,1,19,1,14.0
859,2022-01-19 19:00:00,0.011,0.7,9.9,43,17.5,1.278822,36.817281,19,19,2,1,19,1,11.0
860,2022-01-19 20:00:00,0.028,0.7,9.7,43,17.7,1.278822,36.817281,20,19,2,1,19,1,28.0
861,2022-01-19 21:00:00,0.026,0.701,9.6,43,17.9,1.278822,36.817281,21,19,2,1,19,1,26.0
862,2022-01-19 22:00:00,0.014,0.701,9.6,41,16.9,1.278822,36.817281,22,19,2,1,19,1,14.0
863,2022-01-19 23:00:00,0.008,0.7,9.7,42,16.1,1.278822,36.817281,23,19,2,1,19,1,8.0
864,2022-01-20 00:00:00,0.01,0.701,9.8,43,16.6,1.278822,36.817281,0,20,3,1,20,1,10.0
865,2022-01-20 01:00:00,0.011,0.7,9.9,43,17.0,1.278822,36.817281,1,20,3,1,20,1,11.0
866,2022-01-20 02:00:00,0.011,0.7,9.9,44,17.4,1.278822,36.817281,2,20,3,1,20,1,11.0
