,Time,Conc (mg/m3),Qtot (m3),WS (MPS),RH (%),AT (C),hour,day,day_of_week,month,day_of_year,weekday_weekend
0,2021-12-14 16:00:00,0.018,0.7,10.1,42,23.3,16,14,1,12,348,1
1,2021-12-14 17:00:00,0.017,0.7,10.0,44,22.8,17,14,1,12,348,1
2,2021-12-14 18:00:00,0.02,0.701,9.9,43,21.5,18,14,1,12,348,1
3,2021-12-14 19:00:00,0.024,0.701,9.8,43,20.1,19,14,1,12,348,1
4,2021-12-14 20:00:00,0.026,0.7,9.8,43,19.8,20,14,1,12,348,1
5,2021-12-14 21:00:00,0.017,0.7,9.7,43,19.0,21,14,1,12,348,1
6,2021-12-14 22:00:00,0.02,0.701,9.7,43,18.7,22,14,1,12,348,1
7,2021-12-14 23:00:00,0.013,0.7,9.7,43,18.5,23,14,1,12,348,1
8,2021-12-15 00:00:00,0.011,0.7,9.7,43,18.3,0,15,2,12,349,1
9,2021-12-15 01:00:00,0.009,0.7,9.7,44,18.1,1,15,2,12,349,1
10,2021-12-15 02:00:00,0.018,0.7,9.8,44,18.1,2,15,2,12,349,1
11,2021-12-15 03:00:00,0.015,0.7,9.8,44,18.2,3,15,2,12,349,1
12,2021-12-15 04:00:00,0.011,0.7,9.9,44,17.9,4,15,2,12,349,1
13,2021-12-15 05:00:00,0.009,0.7,9.9,44,17.7,5,15,2,12,349,1
14,2021-12-15 06:00:00,0.011,0.7,9.9,44,17.7,6,15,2,12,349,1
15,2021-12-15 07:00:00,0.014,0.7,10.0,44,17.9,7,15,2,12,349,1
16,2021-12-15 08:00:00,0.022,0.701,10.1,44,17.3,8,15,2,12,349,1
17,2021-12-15 09:00:00,0.036,0.7,10.1,44,17.8,9,15,2,12,349,1
18,2021-12-15 10:00:00,0.025,0.7,10.2,44,18.9,10,15,2,12,349,1
19,2021-12-15 11:00:00,0.021,0.701,10.2,42,20.2,11,15,2,12,349,1
20,2021-12-15 12:00:00,0.012,0.701,10.3,43,20.6,12,15,2,12,349,1
21,2021-12-15 13:00:00,0.006,0.701,10.2,43,21.1,13,15,2,12,349,1
22,2021-12-15 14:00:00,0.006,0.7,10.3,43,23.5,14,15,2,12,349,1
23,2021-12-15 15:00:00,0.006,0.7,10.3,41,24.3,15,15,2,12,349,1
24,2021-12-15 16:00:00,0.017,0.701,10.2,41,22.5,16,15,2,12,349,1
25,2021-12-15 17:00:00,0.016,0.701,10.2,42,22.7,17,15,2,12,349,1
26,2021-12-15 18:00:00,0.018,0.7,10.2,44,21.8,18,15,2,12,349,1
27,2021-12-15 19:00:00,0.02,0.7,10.1,43,20.7,19,15,2,12,349,1
28,2021-12-15 20:00:00,0.029,0.7,9.9,43,19.7,20,15,2,12,349,1
29,2021-12-15 21:00:00,0.017,0.7,9.9,44,19.0,21,15,2,12,349,1
30,2021-12-15 22:00:00,0.015,0.7,9.9,44,18.9,22,15,2,12,349,1
31,2021-12-15 23:00:00,0.015,0.701,9.8,43,18.7,23,15,2,12,349,1
32,2021-12-16 00:00:00,0.012,0.7,9.9,44,18.3,0,16,3,12,350,1
33,2021-12-16 01:00:00,0.012,0.7,9.9,44,17.9,1,16,3,12,350,1
34,2021-12-16 02:00:00,0.01,0.7,10.0,44,17.9,2,16,3,12,350,1
35,2021-12-16 03:00:00,0.009,0.7,10.0,44,17.7,3,16,3,12,350,1
36,2021-12-16 04:00:00,0.007,0.7,10.0,44,17.3,4,16,3,12,350,1
37,2021-12-16 05:00:00,0.007,0.701,10.1,44,17.3,5,16,3,12,350,1
670,2022-01-11 14:00:00,0.025,0.702,10.0,30,26.0,14,11,1,1,11,1
671,2022-01-11 15:00:00,0.016,0.7,10.0,28,25.9,15,11,1,1,11,1
672,2022-01-11 16:00:00,0.015,0.7,9.9,24,26.3,16,11,1,1,11,1
673,2022-01-11 17:00:00,0.013,0.701,9.7,23,25.2,17,11,1,1,11,1
674,2022-01-11 18:00:00,0.015,0.7,9.6,23,24.2,18,11,1,1,11,1
675,2022-01-11 19:00:00,0.024,0.7,9.6,25,23.1,19,11,1,1,11,1
676,2022-01-11 20:00:00,0.023,0.7,9.5,29,21.5,20,11,1,1,11,1
677,2022-01-11 21:00:00,0.026,0.701,9.4,31,20.2,21,11,1,1,11,1
678,2022-01-11 22:00:00,0.013,0.7,9.5,38,19.0,22,11,1,1,11,1
679,2022-01-11 23:00:00,0.013,0.7,9.5,40,18.6,23,11,1,1,11,1
680,2022-01-12 00:00:00,0.019,0.7,9.5,41,18.2,0,12,2,1,12,1
681,2022-01-12 01:00:00,0.01,0.701,9.6,43,17.9,1,12,2,1,12,1
682,2022-01-12 02:00:00,0.015,0.7,9.7,43,17.4,2,12,2,1,12,1
683,2022-01-12 03:00:00,0.011,0.701,9.7,43,17.0,3,12,2,1,12,1
684,2022-01-12 04:00:00,0.013,0.7,9.8,43,16.8,4,12,2,1,12,1
685,2022-01-12 05:00:00,0.015,0.7,10.0,42,16.4,5,12,2,1,12,1
686,2022-01-12 06:00:00,0.026,0.7,10.1,42,16.2,6,12,2,1,12,1
687,2022-01-12 07:00:00,0.022,0.701,10.2,42,16.0,7,12,2,1,12,1
688,2022-01-12 08:00:00,0.023,0.7,10.3,42,17.7,8,12,2,1,12,1
689,2022-01-12 09:00:00,0.019,0.7,10.4,42,19.8,9,12,2,1,12,1
690,2022-01-12 10:00:00,0.019,0.701,10.5,41,21.4,10,12,2,1,12,1
691,2022-01-12 11:00:00,0.015,0.7,10.5,38,22.6,11,12,2,1,12,1
692,2022-01-12 12:00:00,0.019,0.7,10.6,37,24.0,12,12,2,1,12,1
693,2022-01-12 13:00:00,0.015,0.701,10.5,36,24.5,13,12,2,1,12,1
694,2022-01-12 14:00:00,0.017,0.7,10.5,32,25.8,14,12,2,1,12,1
695,2022-01-12 15:00:00,0.015,0.701,10.3,28,26.1,15,12,2,1,12,1
696,2022-01-12 16:00:00,0.018,0.7,10.1,28,26.3,16,12,2,1,12,1
697,2022-01-12 17:00:00,0.015,0.7,10.0,29,24.8,17,12,2,1,12,1
698,2022-01-12 18:00:00,0.013,0.7,9.9,30,23.6,18,12,2,1,12,1
699,2022-01-12 19:00:00,0.022,0.701,9.7,31,22.3,19,12,2,1,12,1
700,2022-01-12 20:00:00,0.019,0.701,9.7,33,21.1,20,12,2,1,12,1
701,2022-01-12 21:00:00,0.014,0.7,9.6,35,20.2,21,12,2,1,12,1
702,2022-01-12 22:00:00,0.015,0.7,9.6,36,19.7,22,12,2,1,12,1
703,2022-01-12 23:00:00,0.017,0.7,9.6,36,18.9,23,12,2,1,12,1
704,2022-01-13 00:00:00,0.011,0.702,9.6,37,18.5,0,13,3,1,13,1
705,2022-01-13 01:00:00,0.009,0.7,9.7,39,18.2,1,13,3,1,13,1
706,2022-01-13 02:00:00,0.009,0.7,9.8,40,17.9,2,13,3,1,13,1
707,2022-01-13 03:00:00,0.01,0.701,9.9,40,17.6,3,13,3,1,13,1
708,2022-01-13 04:00:00,0.01,0.701,9.9,41,16.8,4,13,3,1,13,1
709,2022-01-13 05:00:00,0.007,0.701,10.0,41,16.5,5,13,3,1,13,1
710,2022-01-13 06:00:00,0.014,0.7,10.2,41,16.5,6,13,3,1,13,1
711,2022-01-13 07:00:00,0.018,0.7,10.3,41,16.6,7,13,3,1,13,1
712,2022-01-13 08:00:00,0.019,0.7,10.4,39,18.9,8,13,3,1,13,1
713,2022-01-13 09:00:00,0.018,0.7,10.5,38,20.2,9,13,3,1,13,1
714,2022-01-13 10:00:00,0.012,0.7,10.6,35,22.5,10,13,3,1,13,1
715,2022-01-13 11:00:00,0.017,0.7,10.6,32,24.5,11,13,3,1,13,1
716,2022-01-13 12:00:00,0.013,0.701,10.6,27,26.0,12,13,3,1,13,1
717,2022-01-13 13:00:00,0.014,0.7,10.6,25,27.3,13,13,3,1,13,1
718,2022-01-13 14:00:00,0.013,0.699,10.5,24,27.4,14,13,3,1,13,1
719,2022-01-13 15:00:00,0.013,0.699,10.4,25,28.1,15,13,3,1,13,1
720,2022-01-13 16:00:00,0.01,0.7,10.2,24,27.8,16,13,3,1,13,1
721,2022-01-13 17:00:00,0.014,0.697,10.0,24,26.7,17,13,3,1,13,1
722,2022-01-13 18:00:00,0.012,0.7,9.8,22,25.8,18,13,3,1,13,1
723,2022-01-13 19:00:00,0.018,0.7,9.7,24,24.4,19,13,3,1,13,1
724,2022-01-13 20:00:00,0.023,0.7,9.6,28,23.1,20,13,3,1,13,1
725,2022-01-13 21:00:00,0.027,0.7,9.5,30,21.8,21,13,3,1,13,1
726,2022-01-13 22:00:00,0.018,0.7,9.5,31,20.9,22,13,3,1,13,1
727,2022-01-13 23:00:00,0.017,0.7,9.4,33,20.1,23,13,3,1,13,1
728,2022-01-14 00:00:00,0.012,0.7,9.5,34,19.5,0,14,4,1,14,1
729,2022-01-14 01:00:00,0.017,0.7,9.5,35,18.9,1,14,4,1,14,1
730,2022-01-14 02:00:00,0.017,0.7,9.6,35,18.5,2,14,4,1,14,1
731,2022-01-14 03:00:00,0.009,0.7,9.7,35,17.7,3,14,4,1,14,1
732,2022-01-14 04:00:00,0.009,0.7,9.8,36,17.2,4,14,4,1,14,1
733,2022-01-14 05:00:00,0.01,0.7,9.9,37,16.6,5,14,4,1,14,1
734,2022-01-14 06:00:00,0.01,0.7,10.0,37,16.3,6,14,4,1,14,1
735,2022-01-14 07:00:00,0.015,0.7,10.1,37,16.2,7,14,4,1,14,1
736,2022-01-14 08:00:00,0.026,0.7,10.2,37,18.4,8,14,4,1,14,1
737,2022-01-14 09:00:00,0.016,0.7,10.3,38,21.8,9,14,4,1,14,1
738,2022-01-14 10:00:00,0.008,0.7,10.3,37,23.4,10,14,4,1,14,1
739,2022-01-14 11:00:00,0.013,0.7,10.4,35,25.4,11,14,4,1,14,1
740,2022-01-14 12:00:00,0.019,0.7,10.4,30,26.6,12,14,4,1,14,1
741,2022-01-14 13:00:00,0.022,0.701,10.4,27,28.2,13,14,4,1,14,1
742,2022-01-14 14:00:00,0.014,0.701,10.3,24,29.1,14,14,4,1,14,1
743,2022-01-14 15:00:00,0.011,0.701,10.1,21,29.7,15,14,4,1,14,1
744,2022-01-14 16:00:00,0.011,0.7,9.9,21,29.5,16,14,4,1,14,1
745,2022-01-14 17:00:00,0.011,0.7,9.7,22,27.7,17,14,4,1,14,1
746,2022-01-14 18:00:00,0.017,0.7,9.6,25,26.5,18,14,4,1,14,1
747,2022-01-14 19:00:00,0.018,0.7,9.4,24,25.1,19,14,4,1,14,1
748,2022-01-14 20:00:00,0.018,0.7,9.3,25,23.5,20,14,4,1,14,1
749,2022-01-14 21:00:00,0.017,0.701,9.2,31,21.9,21,14,4,1,14,1
750,2022-01-14 22:00:00,0.02,0.7,9.1,34,21.0,22,14,4,1,14,1
751,2022-01-14 23:00:00,0.016,0.7,9.1,35,20.6,23,14,4,1,14,1
752,2022-01-15 00:00:00,0.013,0.7,9.1,36,20.3,0,15,5,1,15,0
753,2022-01-15 01:00:00,0.016,0.7,9.1,37,19.9,1,15,5,1,15,0
754,2022-01-15 02:00:00,0.009,0.7,9.2,37,19.7,2,15,5,1,15,0
755,2022-01-15 03:00:00,0.009,0.7,9.3,37,19.4,3,15,5,1,15,0
756,2022-01-15 04:00:00,0.011,0.7,9.3,37,18.8,4,15,5,1,15,0
757,2022-01-15 05:00:00,0.012,0.7,9.4,38,18.3,5,15,5,1,15,0
758,2022-01-15 06:00:00,0.013,0.7,9.6,38,18.2,6,15,5,1,15,0
759,2022-01-15 07:00:00,0.018,0.7,9.7,38,17.9,7,15,5,1,15,0
760,2022-01-15 08:00:00,0.028,0.7,9.7,38,19.7,8,15,5,1,15,0
761,2022-01-15 09:00:00,0.014,0.7,9.8,37,22.7,9,15,5,1,15,0
762,2022-01-15 10:00:00,0.01,0.701,9.9,37,24.5,10,15,5,1,15,0
763,2022-01-15 11:00:00,0.017,0.7,9.9,37,26.5,11,15,5,1,15,0
764,2022-01-15 12:00:00,0.018,0.701,9.9,35,28.6,12,15,5,1,15,0
765,2022-01-15 13:00:00,0.024,0.7,9.9,33,28.2,13,15,5,1,15,0
766,2022-01-15 14:00:00,0.017,0.7,9.7,31,28.4,14,15,5,1,15,0
767,2022-01-15 15:00:00,0.022,0.699,9.6,39,23.1,15,15,5,1,15,0
768,2022-01-15 16:00:00,0.008,0.7,9.6,42,18.1,16,15,5,1,15,0
769,2022-01-15 17:00:00,0.016,0.7,9.4,42,19.5,17,15,5,1,15,0
770,2022-01-15 18:00:00,0.023,0.7,9.2,40,20.0,18,15,5,1,15,0
771,2022-01-15 19:00:00,0.026,0.7,9.2,43,18.8,19,15,5,1,15,0
772,2022-01-15 20:00:00,0.025,0.7,9.3,44,18.9,20,15,5,1,15,0
773,2022-01-15 21:00:00,0.036,0.7,9.3,43,18.9,21,15,5,1,15,0
774,2022-01-15 22:00:00,0.069,0.7,9.3,43,18.9,22,15,5,1,15,0
775,2022-01-15 23:00:00,0.028,0.7,9.4,41,18.8,23,15,5,1,15,0
776,2022-01-16 00:00:00,0.026,0.7,9.5,43,18.1,0,16,6,1,16,0
777,2022-01-16 01:00:00,0.031,0.7,9.6,44,17.8,1,16,6,1,16,0
778,2022-01-16 02:00:00,0.039,0.7,9.7,43,17.7,2,16,6,1,16,0
779,2022-01-16 03:00:00,0.039,0.7,9.7,43,17.7,3,16,6,1,16,0
780,2022-01-16 04:00:00,0.03,0.7,9.9,44,17.6,4,16,6,1,16,0
781,2022-01-16 05:00:00,0.024,0.7,10.0,43,17.3,5,16,6,1,16,0
782,2022-01-16 06:00:00,0.022,0.7,10.1,44,16.8,6,16,6,1,16,0
783,2022-01-16 07:00:00,0.023,0.7,10.2,44,16.8,7,16,6,1,16,0
784,2022-01-16 08:00:00,0.019,0.7,10.2,42,20.0,8,16,6,1,16,0
785,2022-01-16 09:00:00,0.018,0.7,10.2,43,22.2,9,16,6,1,16,0
786,2022-01-16 10:00:00,0.012,0.7,10.3,43,22.6,10,16,6,1,16,0
787,2022-01-16 11:00:00,0.024,0.701,10.3,42,24.1,11,16,6,1,16,0
788,2022-01-16 12:00:00,0.019,0.701,10.3,42,26.3,12,16,6,1,16,0
789,2022-01-16 13:00:00,0.017,0.701,10.4,40,26.8,13,16,6,1,16,0
790,2022-01-16 14:00:00,0.011,0.7,10.3,38,28.2,14,16,6,1,16,0
791,2022-01-16 15:00:00,0.011,0.7,10.2,36,28.9,15,16,6,1,16,0
792,2022-01-16 16:00:00,0.011,0.701,10.0,35,29.0,16,16,6,1,16,0
793,2022-01-16 17:00:00,0.01,0.7,9.9,34,27.6,17,16,6,1,16,0
794,2022-01-16 18:00:00,0.012,0.7,9.7,32,26.3,18,16,6,1,16,0
795,2022-01-16 19:00:00,0.018,0.701,9.6,39,22.8,19,16,6,1,16,0
796,2022-01-16 20:00:00,0.015,0.7,9.5,38,21.3,20,16,6,1,16,0
797,2022-01-16 21:00:00,0.019,0.7,9.4,39,21.4,21,16,6,1,16,0
798,2022-01-16 22:00:00,0.012,0.7,9.4,41,21.0,22,16,6,1,16,0
799,2022-01-16 23:00:00,0.013,0.7,9.4,42,20.3,23,16,6,1,16,0
800,2022-01-17 00:00:00,0.012,0.7,9.4,43,19.6,0,17,0,1,17,1
801,2022-01-17 01:00:00,0.007,0.7,9.4,43,17.9,1,17,0,1,17,1
802,2022-01-17 02:00:00,0.007,0.701,9.4,43,17.5,2,17,0,1,17,1
803,2022-01-17 03:00:00,0.007,0.7,9.5,44,17.7,3,17,0,1,17,1
804,2022-01-17 04:00:00,0.008,0.701,9.5,44,18.0,4,17,0,1,17,1
805,2022-01-17 05:00:00,0.014,0.7,9.6,44,18.3,5,17,0,1,17,1
806,2022-01-17 06:00:00,0.013,0.7,9.6,43,18.5,6,17,0,1,17,1
807,2022-01-17 07:00:00,0.013,0.7,9.7,44,18.1,7,17,0,1,17,1
808,2022-01-17 08:00:00,0.026,0.7,9.8,43,19.6,8,17,0,1,17,1
809,2022-01-17 09:00:00,0.011,0.7,9.8,42,21.4,9,17,0,1,17,1
810,2022-01-17 10:00:00,0.01,0.701,9.8,40,23.4,10,17,0,1,17,1
811,2022-01-17 11:00:00,0.01,0.701,9.9,41,23.1,11,17,0,1,17,1
812,2022-01-17 12:00:00,0.01,0.7,9.9,43,23.8,12,17,0,1,17,1
813,2022-01-17 13:00:00,0.012,0.701,10.0,43,24.8,13,17,0,1,17,1
814,2022-01-17 14:00:00,0.013,0.7,9.9,42,25.1,14,17,0,1,17,1
815,2022-01-17 15:00:00,0.01,0.7,9.8,41,25.1,15,17,0,1,17,1
816,2022-01-17 16:00:00,0.01,0.7,9.7,42,20.3,16,17,0,1,17,1
817,2022-01-17 17:00:00,0.008,0.701,9.7,41,19.1,17,17,0,1,17,1
818,2022-01-17 18:00:00,0.007,0.7,9.6,41,19.5,18,17,0,1,17,1
819,2022-01-17 19:00:00,0.008,0.7,9.6,41,19.6,19,17,0,1,17,1
820,2022-01-17 20:00:00,0.012,0.7,9.6,41,19.6,20,17,0,1,17,1
821,2022-01-17 21:00:00,0.008,0.7,9.6,42,19.2,21,17,0,1,17,1
822,2022-01-17 22:00:00,0.009,0.701,9.6,42,19.1,22,17,0,1,17,1
823,2022-01-17 23:00:00,0.011,0.7,9.7,41,19.2,23,17,0,1,17,1
824,2022-01-18 00:00:00,0.012,0.7,9.8,41,19.2,0,18,1,1,18,1
825,2022-01-18 01:00:00,0.017,0.7,9.9,42,19.1,1,18,1,1,18,1
826,2022-01-18 02:00:00,0.023,0.7,9.9,43,18.6,2,18,1,1,18,1
827,2022-01-18 03:00:00,0.017,0.7,10.0,43,18.1,3,18,1,1,18,1
828,2022-01-18 04:00:00,0.015,0.7,10.2,43,17.5,4,18,1,1,18,1
829,2022-01-18 05:00:00,0.019,0.7,10.2,44,17.2,5,18,1,1,18,1
830,2022-01-18 06:00:00,0.023,0.7,10.3,44,17.4,6,18,1,1,18,1
831,2022-01-18 07:00:00,0.041,0.7,10.3,44,17.5,7,18,1,1,18,1
832,2022-01-18 08:00:00,0.058,0.7,10.3,43,17.9,8,18,1,1,18,1
833,2022-01-18 09:00:00,0.03,0.7,10.4,43,18.5,9,18,1,1,18,1
834,2022-01-18 10:00:00,0.016,0.701,10.4,43,19.6,10,18,1,1,18,1
835,2022-01-18 11:00:00,0.017,0.7,10.5,43,21.5,11,18,1,1,18,1
836,2022-01-18 12:00:00,0.014,0.7,10.5,40,24.4,12,18,1,1,18,1
837,2022-01-18 13:00:00,0.014,0.7,10.6,40,26.6,13,18,1,1,18,1
838,2022-01-18 14:00:00,0.017,0.701,10.6,43,24.7,14,18,1,1,18,1
839,2022-01-18 15:00:00,0.022,0.7,10.5,42,26.3,15,18,1,1,18,1
840,2022-01-18 16:00:00,0.009,0.699,10.4,42,21.9,16,18,1,1,18,1
841,2022-01-18 17:00:00,0.006,0.7,10.3,43,18.1,17,18,1,1,18,1
842,2022-01-18 18:00:00,0.02,0.7,10.1,41,19.6,18,18,1,1,18,1
843,2022-01-18 19:00:00,0.032,0.7,10.0,44,19.8,19,18,1,1,18,1
844,2022-01-18 20:00:00,0.045,0.7,10.0,42,19.6,20,18,1,1,18,1
845,2022-01-18 21:00:00,0.048,0.7,9.9,42,19.0,21,18,1,1,18,1
846,2022-01-18 22:00:00,0.045,0.7,9.9,44,19.1,22,18,1,1,18,1
847,2022-01-18 23:00:00,0.039,0.7,10.0,43,18.9,23,18,1,1,18,1
848,2022-01-19 00:00:00,0.047,0.7,10.0,43,18.9,0,19,2,1,19,1
849,2022-01-19 01:00:00,0.038,0.701,10.1,44,18.9,1,19,2,1,19,1
850,2022-01-19 02:00:00,0.026,0.7,10.2,44,18.5,2,19,2,1,19,1
851,2022-01-19 03:00:00,0.022,0.7,10.3,44,18.6,3,19,2,1,19,1
852,2022-01-19 04:00:00,0.012,0.7,10.3,41,18.2,4,19,2,1,19,1
853,2022-01-19 05:00:00,0.013,0.7,10.4,42,18.1,5,19,2,1,19,1
854,2022-01-19 06:00:00,0.013,0.7,10.5,43,18.0,6,19,2,1,19,1
855,2022-01-19 07:00:00,0.017,0.7,10.6,43,17.8,7,19,2,1,19,1
856,2022-01-19 08:00:00,0.028,0.7,10.7,42,18.3,8,19,2,1,19,1
857,2022-01-19 09:00:00,0.035,0.7,10.8,42,19.4,9,19,2,1,19,1
858,2022-01-19 10:00:00,0.024,0.7,10.8,40,22.3,10,19,2,1,19,1
859,2022-01-19 11:00:00,0.018,0.7,10.9,37,24.6,11,19,2,1,19,1
860,2022-01-19 12:00:00,0.015,0.7,10.9,37,26.0,12,19,2,1,19,1
861,2022-01-19 13:00:00,0.014,0.701,10.8,36,27.1,13,19,2,1,19,1
862,2022-01-19 14:00:00,0.021,0.701,10.8,36,27.0,14,19,2,1,19,1
863,2022-01-19 15:00:00,0.01,0.7,10.6,34,27.6,15,19,2,1,19,1
864,2022-01-19 16:00:00,0.013,0.699,10.4,35,27.0,16,19,2,1,19,1
865,2022-01-19 17:00:00,0.012,0.7,10.2,36,23.8,17,19,2,1,19,1
866,2022-01-19 18:00:00,0.014,0.7,10.1,40,20.4,18,19,2,1,19,1
867,2022-01-19 19:00:00,0.011,0.7,9.9,43,17.5,19,19,2,1,19,1
868,2022-01-19 20:00:00,0.028,0.7,9.7,43,17.7,20,19,2,1,19,1
869,2022-01-19 21:00:00,0.026,0.701,9.6,43,17.9,21,19,2,1,19,1
870,2022-01-19 22:00:00,0.014,0.701,9.6,41,16.9,22,19,2,1,19,1
871,2022-01-19 23:00:00,0.008,0.7,9.7,42,16.1,23,19,2,1,19,1
872,2022-01-20 00:00:00,0.01,0.701,9.8,43,16.6,0,20,3,1,20,1
873,2022-01-20 01:00:00,0.011,0.7,9.9,43,17.0,1,20,3,1,20,1
874,2022-01-20 02:00:00,0.011,0.7,9.9,44,17.4,2,20,3,1,20,1
875,2022-01-20 03:00:00,0.014,0.701,9.9,44,17.9,3,20,3,1,20,1
876,2022-01-20 04:00:00,0.012,0.7,9.9,44,17.8,4,20,3,1,20,1
877,2022-01-20 05:00:00,0.012,0.7,10.0,44,17.8,5,20,3,1,20,1
878,2022-01-20 06:00:00,0.014,0.701,10.1,44,17.6,6,20,3,1,20,1
879,2022-01-20 07:00:00,0.02,0.7,10.2,44,17.3,7,20,3,1,20,1
880,2022-01-20 08:00:00,0.024,0.7,10.2,44,18.6,8,20,3,1,20,1
881,2022-01-20 09:00:00,0.013,0.7,10.3,41,21.3,9,20,3,1,20,1
882,2022-01-20 10:00:00,0.019,0.701,10.4,43,23.2,10,20,3,1,20,1
883,2022-01-20 11:00:00,0.014,0.7,10.5,41,25.1,11,20,3,1,20,1
884,2022-01-20 12:00:00,0.008,0.7,10.6,34,26.8,12,20,3,1,20,1
885,2022-01-20 13:00:00,0.006,0.701,10.6,33,28.0,13,20,3,1,20,1
886,2022-01-20 14:00:00,0.008,0.7,10.5,26,28.6,14,20,3,1,20,1
887,2022-01-20 15:00:00,0.009,0.7,10.4,27,29.2,15,20,3,1,20,1
888,2022-01-20 16:00:00,0.015,0.7,10.2,28,28.7,16,20,3,1,20,1
889,2022-01-20 17:00:00,0.016,0.7,10.0,33,27.0,17,20,3,1,20,1
890,2022-01-20 18:00:00,0.017,0.7,9.9,37,25.6,18,20,3,1,20,1
891,2022-01-20 19:00:00,0.024,0.7,9.7,40,23.6,19,20,3,1,20,1
892,2022-01-20 20:00:00,0.023,0.7,9.6,42,22.4,20,20,3,1,20,1
893,2022-01-20 21:00:00,0.012,0.7,9.5,42,21.4,21,20,3,1,20,1
894,2022-01-20 22:00:00,0.011,0.7,9.4,43,20.7,22,20,3,1,20,1
895,2022-01-20 23:00:00,0.014,0.7,9.3,43,20.5,23,20,3,1,20,1
896,2022-01-21 00:00:00,0.014,0.7,9.3,43,20.1,0,21,4,1,21,1
897,2022-01-21 01:00:00,0.012,0.701,9.4,44,19.8,1,21,4,1,21,1
898,2022-01-21 02:00:00,0.009,0.7,9.4,44,18.5,2,21,4,1,21,1
899,2022-01-21 03:00:00,0.009,0.7,9.5,43,18.1,3,21,4,1,21,1
900,2022-01-21 04:00:00,0.006,0.7,9.6,43,17.2,4,21,4,1,21,1
901,2022-01-21 05:00:00,0.006,0.7,9.7,43,16.8,5,21,4,1,21,1
902,2022-01-21 06:00:00,0.008,0.7,9.8,44,16.7,6,21,4,1,21,1
903,2022-01-21 07:00:00,0.017,0.7,9.9,43,17.0,7,21,4,1,21,1
904,2022-01-21 08:00:00,0.05,0.7,9.9,43,17.3,8,21,4,1,21,1
905,2022-01-21 09:00:00,0.035,0.7,9.9,43,18.9,9,21,4,1,21,1
906,2022-01-21 10:00:00,0.026,0.7,10.0,42,20.9,10,21,4,1,21,1
907,2022-01-21 11:00:00,0.027,0.701,10.1,42,22.3,11,21,4,1,21,1
908,2022-01-21 12:00:00,0.022,0.701,10.2,42,23.5,12,21,4,1,21,1
909,2022-01-21 13:00:00,0.017,0.701,10.3,40,24.5,13,21,4,1,21,1
910,2022-01-21 14:00:00,0.011,0.7,10.3,40,25.5,14,21,4,1,21,1
911,2022-01-21 15:00:00,0.014,0.7,10.2,38,25.8,15,21,4,1,21,1
912,2022-01-21 16:00:00,0.012,0.7,10.1,40,24.9,16,21,4,1,21,1
913,2022-01-21 17:00:00,0.019,0.7,10.0,42,23.6,17,21,4,1,21,1
914,2022-01-21 18:00:00,0.023,0.7,10.0,43,21.8,18,21,4,1,21,1
915,2022-01-21 19:00:00,0.023,0.7,9.9,43,20.9,19,21,4,1,21,1
916,2022-01-21 20:00:00,0.02,0.7,9.9,42,20.5,20,21,4,1,21,1
917,2022-01-21 21:00:00,0.013,0.7,9.9,43,19.8,21,21,4,1,21,1
918,2022-01-21 22:00:00,0.011,0.7,9.9,43,19.5,22,21,4,1,21,1
919,2022-01-21 23:00:00,0.007,0.701,9.9,44,19.0,23,21,4,1,21,1
920,2022-01-22 00:00:00,0.008,0.7,10.0,44,18.7,0,22,5,1,22,0
921,2022-01-22 01:00:00,0.011,0.7,10.0,44,18.4,1,22,5,1,22,0
922,2022-01-22 02:00:00,0.011,0.7,10.0,44,18.2,2,22,5,1,22,0
923,2022-01-22 03:00:00,0.011,0.701,10.1,44,17.8,3,22,5,1,22,0
924,2022-01-22 04:00:00,0.013,0.7,10.1,43,17.7,4,22,5,1,22,0
925,2022-01-22 05:00:00,0.012,0.7,10.2,44,17.6,5,22,5,1,22,0
926,2022-01-22 06:00:00,0.011,0.7,10.3,44,17.2,6,22,5,1,22,0
927,2022-01-22 07:00:00,0.018,0.7,10.4,44,16.8,7,22,5,1,22,0
928,2022-01-22 08:00:00,0.022,0.7,10.5,43,17.8,8,22,5,1,22,0
929,2022-01-22 09:00:00,0.018,0.701,10.5,43,19.7,9,22,5,1,22,0
930,2022-01-22 10:00:00,0.017,0.7,10.6,42,21.8,10,22,5,1,22,0
931,2022-01-22 11:00:00,0.012,0.701,10.7,39,24.4,11,22,5,1,22,0
932,2022-01-22 12:00:00,0.019,0.7,10.7,37,25.4,12,22,5,1,22,0
933,2022-01-22 13:00:00,0.01,0.7,10.7,34,26.7,13,22,5,1,22,0
934,2022-01-22 14:00:00,0.012,0.701,10.6,32,27.2,14,22,5,1,22,0
935,2022-01-22 15:00:00,0.016,0.7,10.5,35,27.5,15,22,5,1,22,0
936,2022-01-22 16:00:00,0.017,0.701,10.3,38,25.7,16,22,5,1,22,0
937,2022-01-22 17:00:00,0.017,0.7,10.2,38,24.5,17,22,5,1,22,0
938,2022-01-22 18:00:00,0.02,0.7,10.1,39,23.5,18,22,5,1,22,0
939,2022-01-22 19:00:00,0.02,0.7,10.0,40,22.5,19,22,5,1,22,0
940,2022-01-22 20:00:00,0.018,0.7,9.9,41,21.5,20,22,5,1,22,0
