Time,Conc (mg/m3),Qtot (m3),no (V),WS (MPS),no (V),RH (%),no (V),AT (C),Stab (ug),Ref (ug),E,U,M,I,L,R,N,F,P,D,C,T,,
2022-08-25 11:00:00,0.026,0.7,0.376,8.6,6.7,32,0.468,17,-2.1,781.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-25 12:00:00,0.02,0.7,0.378,8.7,6.7,31,0.469,18.9,0.8,781.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-25 13:00:00,0.019,0.7,0.379,8.7,6.7,30,0.471,20.3,-2.6,781.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-25 14:00:00,0.015,0.7,0.378,8.7,6.7,30,0.471,20.3,-1.3,781.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-25 15:00:00,0.021,0.7,0.378,8.7,6.8,31,0.471,20.2,-1.9,781.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-25 16:00:00,0.02,0.7,0.377,8.7,6.7,31,0.47,20.3,-0.2,781.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-25 17:00:00,0.038,0.7,0.375,8.6,6.7,30,0.469,20.4,0.2,781.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-25 18:00:00,0.021,0.7,0.373,8.5,6.6,30,0.467,20,0.5,781.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-25 19:00:00,0.03,0.7,0.371,8.5,6.6,30,0.465,19.6,1.4,781.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-25 20:00:00,0.031,0.7,0.369,8.4,6.5,30,0.464,19.3,1.6,781.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-25 21:00:00,0.06,0.701,0.367,8.4,6.5,31,0.463,18.9,2.6,781.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-25 22:00:00,0.057,0.7,0.366,8.3,6.4,31,0.462,18.8,1.9,781.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-25 23:00:00,0.019,0.7,0.367,8.3,6.4,31,0.462,18.4,-0.5,781.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 00:00:00,0.018,0.7,0.368,8.3,6.4,32,0.462,17.7,-1.5,781.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 01:00:00,0.014,0.7,0.369,8.4,6.5,32,0.462,17.2,1.5,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 02:00:00,0.01,0.701,0.369,8.4,6.5,33,0.462,16.8,-2.5,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 03:00:00,0.011,0.701,0.37,8.4,6.5,34,0.462,16.5,0.2,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 04:00:00,0.017,0.701,0.371,8.4,6.5,35,0.463,16.3,2.2,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 05:00:00,0.015,0.701,0.372,8.5,6.6,36,0.464,15.9,-2.2,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 06:00:00,0.014,0.7,0.374,8.5,6.6,36,0.465,15.7,2.5,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 07:00:00,0.017,0.7,0.375,8.6,6.7,36,0.466,15.5,-3.2,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 08:00:00,0.014,0.7,0.377,8.6,6.7,36,0.468,15.8,-1.8,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 09:00:00,0.015,0.7,0.379,8.7,6.7,36,0.469,16.4,-0.5,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 10:00:00,0.013,0.7,0.38,8.7,6.8,35,0.47,17.1,0,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 11:00:00,0.013,0.701,0.382,8.8,6.8,35,0.472,18.4,1.1,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 12:00:00,0.014,0.7,0.382,8.8,6.9,34,0.473,19.3,-1.3,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 13:00:00,0.012,0.701,0.382,8.8,6.9,34,0.473,20.4,-1.3,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 14:00:00,0.012,0.701,0.381,8.8,6.8,33,0.473,22.3,-0.6,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 15:00:00,0.013,0.701,0.379,8.7,6.8,32,0.473,24.5,-1.2,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 16:00:00,0.01,0.701,0.375,8.6,6.7,32,0.469,23.4,1.7,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 17:00:00,0.015,0.7,0.372,8.5,6.6,31,0.467,22.8,-0.6,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 18:00:00,0.036,0.7,0.368,8.4,6.5,32,0.463,22,0.1,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 19:00:00,0.023,0.7,0.364,8.2,6.4,35,0.459,19.7,0.2,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 20:00:00,0.022,0.7,0.361,8.1,6.2,35,0.455,19.1,0.5,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 21:00:00,0.024,0.7,0.357,7.9,6.1,35,0.452,18.8,-1.6,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 22:00:00,0.022,0.7,0.355,7.9,6.1,33,0.45,18.6,-0.6,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-26 23:00:00,0.016,0.701,0.354,7.8,6,31,0.449,18.3,1.1,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 00:00:00,0.019,0.7,0.353,7.8,6,31,0.448,17.7,-2.4,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 01:00:00,0.017,0.7,0.354,7.8,6,32,0.448,17.3,-0.7,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 02:00:00,0.014,0.701,0.355,7.9,6.1,32,0.449,16.7,-1.2,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 03:00:00,0.009,0.7,0.356,7.9,6.1,33,0.449,16.4,-0.4,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 04:00:00,0.007,0.701,0.358,7.9,6.1,33,0.451,16.1,-1.8,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 05:00:00,0.008,0.701,0.359,8,6.1,34,0.452,15.9,1.1,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 06:00:00,0.009,0.7,0.361,8.1,6.2,34,0.454,15.8,-1.7,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 07:00:00,0.012,0.7,0.363,8.1,6.3,34,0.455,15.8,3.8,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 08:00:00,0.019,0.7,0.364,8.2,6.3,34,0.457,15.8,-1.5,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 09:00:00,0.014,0.7,0.366,8.2,6.4,35,0.458,15.7,0.5,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 10:00:00,0.013,0.7,0.368,8.3,6.4,34,0.46,15.9,-1.3,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 11:00:00,0.017,0.7,0.371,8.4,6.5,34,0.462,16.4,-0.9,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 12:00:00,0.014,0.701,0.372,8.4,6.5,34,0.463,16.8,-1.5,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 13:00:00,0.01,0.7,0.374,8.5,6.6,34,0.465,17.2,-1.6,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 14:00:00,0.015,0.7,0.374,8.5,6.6,33,0.466,17.8,0,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 15:00:00,0.025,0.7,0.374,8.5,6.6,34,0.466,18.4,0.1,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 16:00:00,0.033,0.7,0.374,8.5,6.6,36,0.466,17.8,-1.9,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 17:00:00,0.029,0.701,0.372,8.5,6.6,36,0.467,18,1.9,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 18:00:00,0.023,0.7,0.372,8.5,6.6,35,0.466,18,0,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 19:00:00,0.024,0.7,0.373,8.5,6.6,36,0.466,17.2,2.5,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 20:00:00,0.027,0.7,0.374,8.6,6.7,36,0.466,17,1.5,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 21:00:00,0.032,0.7,0.374,8.6,6.7,36,0.466,16.9,1.2,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 22:00:00,0.028,0.7,0.374,8.6,6.6,36,0.466,16.8,-0.7,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-27 23:00:00,0.022,0.7,0.4,8.6,6.7,35,0.467,16.6,-1.2,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 00:00:00,0.027,0.7,60.5,8.6,6.7,36,0.468,16.4,-0.8,779.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 01:00:00,0.02,0.7,60.5,8.7,6.7,35,0.468,16.2,1.6,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 02:00:00,0.02,0.7,60.7,8.7,6.7,35,0.469,16,0.5,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 03:00:00,0.013,0.7,60.9,8.7,6.8,35,0.47,15.7,-0.4,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 04:00:00,0.011,0.7,61.1,8.8,6.9,34,0.471,15.5,-3.1,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 05:00:00,0.011,0.701,61.3,8.8,6.9,34,0.472,15.1,-2.9,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 06:00:00,0.012,0.701,61.7,8.9,6.9,35,0.473,15.1,-0.5,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 07:00:00,0.023,0.7,62.1,9,7,36,0.474,15.1,1.4,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 08:00:00,0.027,0.7,62.4,9,7,36,0.476,15.4,-0.9,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 09:00:00,0.018,0.7,62.7,9.1,7.1,37,0.477,15.4,1.2,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 10:00:00,0.018,0.701,62.9,9.1,7.1,37,0.478,15.9,1.6,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 11:00:00,0.018,0.701,63.1,9.2,7.2,36,0.479,17.6,0.9,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 12:00:00,0.014,0.701,63.1,9.2,7.2,35,0.48,18.5,1.7,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 13:00:00,0.015,0.7,63.2,9.2,7.2,35,0.48,20.2,0.1,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 14:00:00,0.021,0.701,62.9,9.2,7.2,34,0.48,21.6,-0.7,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 15:00:00,0.013,0.7,62.4,9.1,7.1,33,0.479,21.8,-1.5,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 16:00:00,0.017,0.701,62,9,7,34,0.477,22.3,-0.4,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 17:00:00,0.018,0.7,61.4,8.8,6.9,34,0.474,21.1,0.3,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 18:00:00,0.022,0.7,60.7,8.7,6.8,33,0.471,20.8,-0.6,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 19:00:00,0.027,0.7,60.3,8.6,6.7,32,0.468,19.6,1.1,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 20:00:00,0.041,0.7,59.8,8.5,6.6,31,0.466,19,1.3,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 21:00:00,0.023,0.7,59.3,8.4,6.5,30,0.463,18.7,0.1,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 22:00:00,0.016,0.7,59,8.3,6.4,30,0.461,18.4,-0.4,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-28 23:00:00,0.012,0.7,58.9,8.2,6.4,30,0.46,18,-0.8,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 00:00:00,0.013,0.7,58.9,8.2,6.4,31,0.459,17.7,0.4,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 01:00:00,0.013,0.7,58.9,8.2,6.4,31,0.459,17.3,0.9,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 02:00:00,0.011,0.7,59,8.3,6.4,32,0.459,16.7,0.9,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 03:00:00,0.009,0.701,59.1,8.3,6.4,32,0.46,16.2,0,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 04:00:00,0.007,0.7,59.2,8.4,6.4,32,0.461,15.7,0.2,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 05:00:00,0.012,0.7,59.6,8.4,6.5,33,0.462,15.2,1.2,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 06:00:00,0.008,0.7,60,8.5,6.5,33,0.463,15.1,-1.4,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 07:00:00,0.017,0.7,60.2,8.5,6.6,34,0.465,14.8,-0.1,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 08:00:00,0.034,0.701,60.3,8.6,6.6,34,0.466,16.8,-0.1,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 09:00:00,0.049,0.701,60.4,8.6,6.7,33,0.468,18.9,-0.6,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 10:00:00,0.033,0.7,60.8,8.7,6.7,32,0.47,21.2,-1,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 11:00:00,0.019,0.7,60.9,8.7,6.8,31,0.472,23.1,-0.9,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 12:00:00,0.024,0.7,60.9,8.7,6.7,31,0.472,24.9,-2.2,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 13:00:00,0.02,0.701,60.5,8.6,6.7,31,0.47,25.4,-0.8,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 14:00:00,0.016,0.701,0.371,8.5,6.6,30,0.467,26.2,-2.1,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 15:00:00,0.025,0.7,0.366,8.2,6.4,29,0.462,26.6,-0.5,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 16:00:00,0.025,0.7,0.36,8,6.2,28,0.456,26.2,1,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 17:00:00,0.026,0.7,0.353,7.8,6,29,0.449,25.5,0.4,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 18:00:00,0.028,0.7,0.346,7.6,5.8,29,0.443,24.5,1.8,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 19:00:00,0.033,0.7,0.341,7.4,5.7,29,0.437,23.4,-2.8,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 20:00:00,0.015,0.7,0.338,7.3,5.5,32,0.431,20.2,1,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 21:00:00,0.017,0.7,0.334,7.1,5.5,33,0.427,19.4,0,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 22:00:00,0.021,0.7,0.332,7,5.4,32,0.425,19.4,-0.2,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-29 23:00:00,0.024,0.7,0.331,7,5.3,30,0.423,19.3,0.9,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 00:00:00,0.012,0.7,0.331,7,5.3,28,0.422,18.3,-0.7,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 01:00:00,0.013,0.701,0.33,7,5.3,28,0.422,17.3,-0.2,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 02:00:00,0.013,0.7,0.333,7,5.4,28,0.424,16.7,0.6,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 03:00:00,0.013,0.7,0.334,7.1,5.4,28,0.426,16.1,-0.1,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 04:00:00,0.014,0.7,0.336,7.2,5.5,29,0.427,15.9,-1.9,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 05:00:00,0.011,0.7,0.338,7.3,5.5,29,0.429,15.1,-1.3,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 06:00:00,0.016,0.7,0.341,7.3,5.6,29,0.432,14.4,-0.3,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 07:00:00,0.024,0.7,0.343,7.5,5.7,30,0.435,14.5,1.4,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 08:00:00,0.019,0.701,0.346,7.6,5.8,30,0.439,15.7,0.7,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 09:00:00,0.016,0.7,0.35,7.7,5.9,30,0.443,16.4,2.4,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 10:00:00,0.021,0.702,0.353,7.8,6,30,0.446,17.2,1.5,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 11:00:00,0.017,0.701,0.356,7.9,6.1,30,0.449,19.1,1.5,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 12:00:00,0.018,0.701,0.356,7.9,6.1,30,0.452,21.5,0.2,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 13:00:00,0.025,0.7,0.357,7.9,6.1,30,0.453,23.6,1.2,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 14:00:00,0.025,0.7,0.355,7.9,6.1,29,0.452,25.4,-0.7,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 15:00:00,0.023,0.701,0.352,7.8,6,27,0.449,27,2.4,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 16:00:00,0.024,0.7,0.347,7.6,5.8,26,0.444,26.9,-0.3,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 17:00:00,0.024,0.7,0.342,7.4,5.7,25,0.44,26.7,-0.5,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 18:00:00,0.029,0.7,0.336,7.2,5.5,24,0.433,26.1,0.7,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 19:00:00,0.035,0.7,0.331,7.1,5.4,24,0.428,24.2,1.5,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 20:00:00,0.038,0.7,0.327,6.9,5.3,24,0.423,23,-2,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 21:00:00,0.035,0.7,0.324,6.8,5.2,24,0.419,22.1,1.3,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 22:00:00,0.021,0.7,0.321,6.7,5.2,25,0.415,21,0.3,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-30 23:00:00,0.014,0.7,0.32,6.7,5.1,26,0.413,19.6,-2.5,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 00:00:00,0.011,0.7,0.321,6.7,5.1,27,0.411,18.5,-1.6,782.4,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 01:00:00,0.007,0.7,0.321,6.7,5.1,27,0.411,17.4,0.8,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 02:00:00,0.012,0.7,0.322,6.7,5.1,27,0.412,16.7,0.8,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 03:00:00,0.013,0.7,0.323,6.7,5.1,28,0.413,16.2,-0.2,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 04:00:00,0.023,0.7,0.324,6.8,5.2,27,0.415,15.8,-0.6,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 05:00:00,0.014,0.7,0.327,6.9,0.118,27,0.418,15.6,-0.3,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 06:00:00,0.01,0.7,0.329,7,0.119,27,0.421,15.2,0.2,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 07:00:00,0.017,0.7,0.332,7.1,0.121,28,0.425,15.3,-0.2,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 08:00:00,0.021,0.7,0.335,7.2,0.123,28,0.428,16,2,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 09:00:00,0.016,0.701,0.338,7.3,0.125,29,0.432,16.4,-1.4,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 10:00:00,0.016,0.7,0.342,7.4,0.127,29,0.435,17.7,-2.1,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 11:00:00,0.034,0.701,0.344,7.5,0.128,29,0.438,19.7,1.5,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 12:00:00,0.027,0.7,0.346,7.5,0.129,29,0.44,20,0.2,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 13:00:00,0.025,0.7,0.347,7.6,0.13,28,0.442,20.9,0.8,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 14:00:00,0.029,0.7,0.346,7.6,0.13,28,0.442,21.1,2.1,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 15:00:00,0.025,0.7,0.346,7.5,0.129,28,0.441,21.3,0.8,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 16:00:00,0.032,0.7,0.344,7.5,0.129,27,0.441,21.3,-2.9,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 17:00:00,0.054,0.7,0.342,7.5,0.128,27,0.439,21.5,0.9,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 18:00:00,0.049,0.7,0.341,7.4,0.127,27,0.437,21,-1.6,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 19:00:00,0.048,0.7,0.34,7.4,0.126,27,0.436,20.5,-0.7,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 20:00:00,0.145,0.7,0.333,7.3,0.126,26,0.435,20.1,-1,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 21:00:00,0.047,0.7,0.339,7.3,0.126,27,0.434,19.5,-0.7,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 22:00:00,0.031,0.7,0.34,7.3,0.126,28,0.433,18.7,0.4,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-08-31 23:00:00,0.018,0.7,0.341,7.3,0.126,28,0.433,17.7,-0.5,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 00:00:00,0.014,0.701,0.343,7.4,0.126,28,0.435,17,2.3,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 01:00:00,0.011,0.7,0.343,7.4,0.128,28,0.436,16.4,1.1,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 02:00:00,0.012,0.7,0.346,7.5,0.128,29,0.437,16,-0.1,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 03:00:00,0.009,0.701,0.347,7.6,0.129,29,0.439,15.7,1.6,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 04:00:00,0.01,0.7,0.349,7.6,0.131,29,0.441,15.4,-0.6,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 05:00:00,0.007,0.702,0.35,7.7,0.132,29,0.443,15.1,0.6,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 06:00:00,0.007,0.7,0.353,7.8,0.134,29,0.446,14.8,1,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 07:00:00,0.013,0.7,0.355,7.9,0.136,29,0.448,14.8,0.8,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 08:00:00,0.017,0.7,0.358,8,0.137,30,0.451,15.3,0.5,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 09:00:00,0.024,0.7,0.361,8.1,0.139,30,0.454,16.4,-0.6,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 10:00:00,0.024,0.7,0.364,8.2,0.14,30,0.457,18.4,2,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 11:00:00,0.019,0.701,0.365,8.2,0.142,29,0.458,19.7,0.9,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 12:00:00,0.023,0.701,0.366,8.2,0.142,28,0.46,20.6,1.7,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 13:00:00,0.03,0.7,0.366,8.3,0.143,27,0.461,22.3,-1.9,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 14:00:00,0.034,0.7,0.364,8.2,0.142,27,0.46,23.7,-0.4,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 15:00:00,0.033,0.7,0.361,8.1,0.14,26,0.458,24.7,1.6,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 16:00:00,0.026,0.7,0.357,8,0.138,26,0.455,25.1,-0.5,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 17:00:00,0.022,0.7,0.353,7.8,0.134,25,0.45,25.4,-0.2,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 18:00:00,0.019,0.7,0.347,7.6,0.131,25,0.444,24.7,1.4,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 19:00:00,0.027,0.7,0.343,7.5,0.128,25,0.44,22.8,1.1,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 20:00:00,0.031,0.7,0.341,7.4,0.126,27,0.436,21,-0.5,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 21:00:00,0.069,0.7,0.336,7.3,0.125,27,0.433,20.2,0.2,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 22:00:00,0.037,0.7,0.335,7.2,0.123,25,0.43,19.7,1.4,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-01 23:00:00,0.029,0.7,0.335,7.2,0.123,26,0.429,18.2,-1,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
