Time,Conc (mg/m3),Qtot (m3),WS (MPS),no (V),no (V),RH (%),no (V),AT (C),Stab (ug),Ref (ug),E,U,M,I,L,R,N,F,P,D,C,T,,
2022-10-06 12:00:00,0.037,0.7,18.6,0.228,0.179,40,0.492,21.5,1.1,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 13:00:00,0.044,0.7,18.1,0.221,0.174,38,0.488,22.9,0.1,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 14:00:00,0.024,0.7,17.5,0.206,0.161,36,0.482,24.1,0.3,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 15:00:00,0.018,0.7,17.1,0.199,0.155,33,0.477,25.5,0.6,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 16:00:00,0.016,0.7,16.8,0.194,0.151,31,0.473,26,-1.9,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 17:00:00,0.018,0.7,16.5,0.189,0.147,30,0.467,25.6,-0.9,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 18:00:00,0.022,0.7,16.2,0.184,0.142,30,0.462,24.3,0.4,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 19:00:00,0.03,0.7,16,0.179,0.139,30,0.456,22.6,0.3,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 20:00:00,0.037,0.7,15.8,0.175,0.136,30,0.452,21.6,0.9,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 21:00:00,0.026,0.7,15.7,0.172,0.132,30,0.447,20.9,1.1,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 22:00:00,0.024,0.7,15.6,0.17,0.131,30,0.444,20.4,0.1,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 23:00:00,0.018,0.7,15.5,0.169,0.129,30,0.443,19.7,-0.4,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 00:00:00,0.011,0.7,15.5,0.168,0.129,31,0.441,19.1,0.4,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 01:00:00,0.007,0.7,15.5,0.168,0.129,32,0.441,18.1,0.9,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 02:00:00,0.012,0.7,15.5,0.169,0.129,33,0.441,17.4,-1,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 03:00:00,0.013,0.7,15.6,0.17,0.131,34,0.443,17,-1.8,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 04:00:00,0.01,0.702,15.7,0.171,0.131,35,0.444,16.6,1.5,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 05:00:00,0.011,0.701,15.8,0.173,0.133,35,0.446,16.7,-1.8,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 06:00:00,0.013,0.7,15.9,0.175,0.134,35,0.447,16.7,2.2,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 07:00:00,0.024,0.7,15.9,0.176,0.135,36,0.449,16.5,-0.4,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 08:00:00,0.029,0.7,15.9,0.176,0.136,35,0.451,18.3,0.3,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 09:00:00,0.018,0.701,16,0.178,0.137,33,0.453,19,-1.2,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 10:00:00,0.021,0.7,16.1,0.179,0.139,33,0.455,20.6,2.8,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 11:00:00,0.015,0.7,16.1,0.18,0.139,31,0.457,21.8,0.2,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 12:00:00,0.016,0.701,16.1,0.18,0.139,28,0.457,23.3,-0.3,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 13:00:00,0.019,0.701,16.1,0.179,0.139,27,0.457,25,-0.1,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 14:00:00,0.017,0.701,15.9,0.177,0.136,26,0.455,25.9,-2.2,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 15:00:00,0.055,0.701,15.7,0.173,0.134,26,0.451,26.3,2.1,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 16:00:00,0.018,0.7,15.5,0.169,0.13,26,0.445,26.2,0.8,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 17:00:00,0.025,0.7,15.3,0.165,0.126,26,0.439,24.9,-1.1,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 18:00:00,0.032,0.701,15,0.161,0.123,27,0.433,23.3,-0.2,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 19:00:00,0.027,0.7,14.8,0.158,0.12,27,0.427,21.9,1.1,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 20:00:00,0.03,0.7,14.7,0.154,0.118,25,0.424,22,1.4,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 21:00:00,0.022,0.7,14.5,0.152,0.116,25,0.419,21.4,-0.4,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 22:00:00,0.024,0.7,14.5,0.15,0.115,24,0.417,20.5,0.6,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-07 23:00:00,0.024,0.7,14.4,0.15,0.115,24,0.416,19.8,1.2,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 00:00:00,0.01,0.7,14.5,0.15,0.115,26,0.416,18.7,0.7,780.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 01:00:00,0.01,0.7,0.325,6.8,0.115,27,0.417,17.6,0.8,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 02:00:00,0.015,0.701,0.327,6.8,0.116,29,0.418,17,-1.8,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 03:00:00,0.009,0.701,0.329,6.9,0.118,30,0.421,16.7,1.1,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 04:00:00,0.01,0.7,0.332,7,0.119,29,0.423,16.5,-0.2,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 05:00:00,0.014,0.7,0.333,7.1,0.121,29,0.426,16.2,0.3,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 06:00:00,0.011,0.7,0.336,7.2,0.122,29,0.429,15.7,1.9,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 07:00:00,0.014,0.7,0.339,7.3,0.124,29,0.431,15.4,2.8,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 08:00:00,0.011,0.7,0.341,7.3,0.126,30,0.434,15.7,2.4,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 09:00:00,0.014,0.702,0.344,7.4,0.127,30,0.437,17.7,1.8,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 10:00:00,0.018,0.7,0.346,7.5,0.129,29,0.441,19.9,1.3,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 11:00:00,0.019,0.701,0.348,7.6,0.13,28,0.444,22,-0.8,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 12:00:00,0.019,0.7,0.347,7.6,0.131,27,0.445,23.4,-0.1,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 13:00:00,0.015,0.7,0.347,7.6,0.13,26,0.444,24.2,0.7,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 14:00:00,0.014,0.701,0.345,7.5,0.128,24,0.442,25.4,-0.3,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 15:00:00,0.014,0.7,0.339,7.3,0.125,22,0.438,26.3,-1.5,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 16:00:00,0.017,0.7,0.333,7.1,0.122,22,0.432,25.2,-1.1,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 17:00:00,0.031,0.7,0.33,7,0.12,22,0.427,24.2,2.5,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 18:00:00,0.043,0.7,0.324,6.8,0.117,21,0.421,23.8,0.3,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 19:00:00,0.039,0.7,0.32,6.7,0.114,21,0.416,23.2,-0.9,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 20:00:00,0.028,0.7,0.317,6.6,0.112,21,0.412,22.6,1.9,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 21:00:00,0.024,0.7,0.315,6.5,0.111,21,0.409,21.6,-1,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 22:00:00,0.027,0.7,0.314,6.4,0.11,21,0.407,20.1,-0.2,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-08 23:00:00,0.013,0.7,0.314,6.4,0.109,21,0.406,18.9,1.1,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 00:00:00,0.017,0.7,0.316,6.4,0.11,20,0.406,18,-0.6,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 01:00:00,0.008,0.7,0.316,6.5,0.111,21,0.407,16.9,0.3,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 02:00:00,0.009,0.702,0.319,6.6,0.112,23,0.409,16.4,0.4,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 03:00:00,0.026,0.701,0.321,6.6,0.113,24,0.412,16.2,2.4,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 04:00:00,0.011,0.7,0.324,6.7,0.115,23,0.415,16.1,-1.2,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 05:00:00,0.008,0.701,0.325,6.8,0.116,23,0.418,15.7,1.6,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 06:00:00,0.01,0.702,0.328,6.9,0.118,24,0.421,15.4,0.6,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 07:00:00,0.01,0.702,0.332,7,0.12,25,0.426,15.8,1.6,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 08:00:00,0.012,0.701,0.335,7.2,0.123,24,0.43,19,-0.3,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 09:00:00,0.022,0.7,0.339,7.3,0.125,24,0.434,19.7,0.9,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 10:00:00,0.015,0.701,0.341,7.4,0.126,24,0.437,20.8,2.4,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 11:00:00,0.016,0.701,0.344,7.5,0.128,24,0.44,21.5,-0.2,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 12:00:00,0.016,0.7,0.344,7.5,0.128,23,0.441,23.3,1.5,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 13:00:00,0.012,0.701,0.344,7.4,0.127,23,0.44,24.7,1.6,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 14:00:00,0.01,0.7,0.34,7.3,0.125,22,0.438,25.7,1.3,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 15:00:00,0.012,0.701,0.335,7.2,0.122,22,0.433,25.7,1.4,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 16:00:00,0.011,0.7,0.33,7,0.12,22,0.427,24.8,-0.1,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 17:00:00,0.02,0.7,0.325,6.8,0.117,22,0.422,24.3,0,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 18:00:00,0.022,0.699,0.321,6.7,0.114,22,0.418,23.8,0.6,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 19:00:00,0.019,0.7,0.317,6.6,0.112,22,0.413,23.1,-1,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 20:00:00,0.021,0.7,0.315,6.5,0.111,22,0.408,22,4,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 21:00:00,0.022,0.701,0.314,6.4,0.109,23,0.406,21.1,0.8,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 22:00:00,0.019,0.7,0.314,6.4,0.109,24,0.404,19.8,-0.5,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-09 23:00:00,0.015,0.7,0.313,6.4,0.108,25,0.403,18.9,0.5,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 00:00:00,0.008,0.701,0.313,6.4,0.109,25,0.404,18,-2.4,782.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 01:00:00,0.013,0.7,0.314,6.4,0.109,26,0.405,17.3,-1.3,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 02:00:00,0.01,0.7,0.316,6.5,0.111,26,0.406,16.6,2.1,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 03:00:00,0.012,0.702,0.318,6.6,0.112,26,0.409,16.3,-0.5,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 04:00:00,0.009,0.7,0.321,6.6,0.114,26,0.411,15.7,0,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 05:00:00,0.013,0.7,0.324,6.7,0.115,27,0.415,15.4,1.7,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 06:00:00,0.012,0.7,0.327,6.9,0.117,28,0.419,15.4,-0.1,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 07:00:00,0.013,0.702,0.331,7,0.119,29,0.423,15.6,0.2,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 08:00:00,0.015,0.701,0.335,7.1,0.121,30,0.427,17.1,-1.3,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 09:00:00,0.012,0.7,0.338,7.2,0.123,29,0.431,18.4,2.3,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 10:00:00,0.017,0.701,0.342,7.3,0.125,28,0.434,19.3,0.5,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 11:00:00,0.022,0.701,0.344,7.4,0.126,28,0.437,21.7,0.9,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 12:00:00,0.024,0.7,0.344,7.4,0.127,27,0.439,22.4,0.2,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 13:00:00,0.023,0.701,0.344,7.4,0.127,26,0.44,24.9,1.2,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 14:00:00,0.016,0.701,0.342,7.3,0.126,25,0.438,25.9,-1.9,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 15:00:00,0.017,0.701,0.338,7.2,0.124,23,0.435,27.2,0.3,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 16:00:00,0.019,0.7,0.332,7,0.12,22,0.429,27.1,-2.9,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 17:00:00,0.02,0.701,0.326,6.9,0.117,22,0.423,26.3,1.3,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 18:00:00,0.023,0.7,0.323,6.7,0.114,21,0.417,24.9,0.8,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 19:00:00,0.04,0.7,0.318,6.6,0.112,19,0.411,23.9,0,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 20:00:00,0.032,0.7,0.315,6.4,0.109,19,0.407,22.7,1.5,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 21:00:00,0.037,0.7,0.311,6.3,0.107,18,0.402,21.6,0.2,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 22:00:00,0.027,0.7,0.31,6.2,0.107,18,0.4,20.4,-0.3,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-10 23:00:00,0.024,0.7,0.308,6.2,0.106,18,0.399,19.3,0.7,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 00:00:00,0.009,0.701,0.309,6.2,0.106,19,0.398,18.1,0.7,779.6,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 01:00:00,0.006,0.701,0.31,6.3,0.107,20,0.399,17.2,-0.5,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 02:00:00,0.008,0.701,0.312,6.3,0.107,22,0.401,16.5,-1.1,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 03:00:00,0.01,0.702,0.314,6.4,0.109,22,0.404,15.9,-0.4,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 04:00:00,0.007,0.699,0.318,6.5,0.111,24,0.407,15,1.2,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 05:00:00,0.007,0.702,0.322,6.7,0.113,27,0.411,14.9,0.7,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 06:00:00,0.008,0.7,0.3,6.8,0.1,28,0.416,15.3,1.4,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 07:00:00,0.012,0.701,53.1,6.9,5.3,29,0.421,15.2,0.2,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 08:00:00,0.011,0.702,53.6,7,5.4,29,0.424,15.4,0.5,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 09:00:00,0.009,0.7,54.4,7.2,5.5,28,0.429,16.7,0.2,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 10:00:00,0.015,0.701,54.9,7.3,5.6,27,0.433,18.4,0.9,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 11:00:00,0.027,0.7,55.3,7.4,5.7,27,0.438,20.3,-2.3,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 12:00:00,0.031,0.701,55.7,7.5,5.7,26,0.441,22.5,-0.8,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 13:00:00,0.028,0.701,55.7,7.5,5.7,24,0.441,24.2,-2.6,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 14:00:00,0.021,0.701,55.3,7.4,5.7,23,0.441,26.5,-0.4,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 15:00:00,0.011,0.701,54.7,7.3,5.6,21,0.437,27.6,-0.1,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 16:00:00,0.01,0.701,53.9,7.1,5.5,20,0.432,28.2,1,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 17:00:00,0.022,0.7,53.1,7,5.3,22,0.426,26.7,-0.9,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 18:00:00,0.028,0.7,52.3,6.8,5.2,23,0.419,24.8,-0.7,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 19:00:00,0.031,0.7,51.5,6.6,5,23,0.413,23.5,-0.5,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 20:00:00,0.023,0.7,50.8,6.5,4.9,22,0.408,22.7,0.9,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 21:00:00,0.025,0.7,50.4,6.4,4.8,21,0.404,22,-1.9,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 22:00:00,0.025,0.7,50,6.3,4.8,22,0.4,20.5,1.4,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-11 23:00:00,0.019,0.7,49.9,6.2,4.7,23,0.399,19.1,-1.3,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 00:00:00,0.012,0.7,49.8,6.2,4.7,23,0.398,18.2,1.3,779.7,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 01:00:00,0.011,0.7,49.9,6.2,4.7,23,0.399,17.1,-0.2,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 02:00:00,0.011,0.7,50.1,6.3,4.8,23,0.399,16.5,-0.3,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 03:00:00,0.011,0.702,50.4,6.4,4.8,23,0.402,15.7,0.5,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 04:00:00,0.01,0.701,51,6.5,4.9,24,0.405,15,1.9,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 05:00:00,0.009,0.702,51.6,6.6,5,24,0.409,14.3,-0.3,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 06:00:00,0.012,0.702,52.1,6.7,5.1,25,0.413,14,1,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 07:00:00,0.021,0.701,52.7,6.9,5.2,26,0.418,14.6,1.8,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 08:00:00,0.039,0.7,53.2,7,5.3,26,0.423,17.1,2.4,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 09:00:00,0.024,0.7,54,7.1,5.4,25,0.428,18.5,0.6,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 10:00:00,0.014,0.701,54.7,7.3,5.5,25,0.433,20.7,-0.5,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 11:00:00,0.015,0.701,55.1,7.3,5.6,24,0.437,23.4,-1.4,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 12:00:00,0.023,0.701,55.3,7.4,5.6,24,0.44,24.8,-0.6,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 13:00:00,0.02,0.701,55.2,7.4,5.6,22,0.44,26.1,0.6,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 14:00:00,0.02,0.701,54.7,7.3,5.6,20,0.437,27.8,-0.9,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 15:00:00,0.02,0.7,53.9,7.1,5.4,19,0.432,29.1,-1.3,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 16:00:00,0.02,0.7,53,6.9,5.3,18,0.426,29,-2.6,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 17:00:00,0.019,0.7,52,6.7,5.1,19,0.418,27.6,-1.4,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 18:00:00,0.027,0.7,50.9,6.5,5,20,0.41,25.8,1.1,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 19:00:00,0.029,0.7,49.9,6.3,4.8,20,0.404,24.4,-0.7,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 20:00:00,0.041,0.7,49.2,6.2,4.7,19,0.399,23,1.8,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 21:00:00,0.03,0.7,0.303,6.1,0.104,19,0.394,21.9,-0.1,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 22:00:00,0.033,0.7,0.301,6,0.103,20,0.391,21,0,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-12 23:00:00,0.019,0.7,0.301,6,0.102,21,0.389,20,-2,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 00:00:00,0.01,0.7,0.302,6,0.102,21,0.389,18.9,0.4,781.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 01:00:00,0.014,0.7,0.302,6,0.102,21,0.389,17.8,1,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 02:00:00,0.013,0.7,0.303,6.1,0.103,21,0.391,17,-2.5,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 03:00:00,0.014,0.701,0.306,6.1,0.104,22,0.393,16.1,1.1,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 04:00:00,0.013,0.701,0.308,6.2,0.106,22,0.397,15.4,-2,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 05:00:00,0.01,0.702,0.311,6.3,0.107,22,0.4,15,1.1,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 06:00:00,0.016,0.7,0.315,6.4,0.11,22,0.405,14.7,1,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 07:00:00,0.032,0.7,0.318,6.6,0.112,23,0.41,15.1,-1.2,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 08:00:00,0.035,0.7,0.323,6.7,0.115,23,0.415,17.2,-0.9,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 09:00:00,0.033,0.7,0.327,6.9,0.117,23,0.42,19.1,3,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 10:00:00,0.016,0.7,0.332,7,0.119,23,0.425,20.9,-0.7,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 11:00:00,0.031,0.701,0.334,7.1,0.121,23,0.429,22.9,0.5,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 12:00:00,0.029,0.701,0.336,7.1,0.122,23,0.431,24.8,-1.5,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 13:00:00,0.025,0.701,0.335,7.1,0.121,23,0.431,26.1,-0.8,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 14:00:00,0.017,0.701,0.332,7,0.12,22,0.429,27.4,0.2,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 15:00:00,0.019,0.7,0.328,6.9,0.118,21,0.424,28.2,0.1,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 16:00:00,0.02,0.7,0.322,6.7,0.115,20,0.418,28.4,2.7,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 17:00:00,0.021,0.7,0.317,6.5,0.111,21,0.411,27,1.3,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 18:00:00,0.024,0.7,0.311,6.3,0.108,20,0.405,25.8,-0.3,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 19:00:00,0.031,0.7,0.306,6.2,0.105,20,0.399,24.4,-1,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 20:00:00,0.035,0.7,0.302,6.1,0.103,20,0.394,23.1,-0.3,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 21:00:00,0.032,0.7,0.3,6,0.102,20,0.39,22,-0.3,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 22:00:00,0.022,0.7,0.299,5.9,0.101,21,0.387,20.9,-0.3,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-13 23:00:00,0.014,0.7,0.298,5.9,0.1,22,0.385,19.8,-0.5,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-14 00:00:00,0.012,0.7,0.298,5.9,0.1,23,0.385,18.7,-0.7,780.5,0,0,0,0,0,0,0,0,0,0,0,0,,
