Time,Conc (mg/m3),Qtot (m3),no (V),WS (MPS),WS (MPS),RH (%),WS (KPH),AT (C),Stab (ug),Ref (ug),E,U,M,I,L,R,N,F,P,D,C,T,,
2022-05-23 11:00:00,0.017,0.7,0.399,9.6,7.5,39,0.488,25.9,-1.4,786.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-23 12:00:00,0.005,0.7,0.399,9.6,7.5,35,0.489,26.9,0.4,786.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-23 13:00:00,0.007,0.701,0.399,9.6,7.5,35,0.488,28.1,1,786.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-23 14:00:00,0.012,0.7,0.394,9.4,7.4,31,0.487,29.2,-2,786.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-23 15:00:00,0.018,0.7,0.39,9.3,7.3,26,0.485,29.9,-0.2,786.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-23 16:00:00,0.019,0.7,0.385,9.1,7.1,25,0.482,29.9,0.3,786.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-23 17:00:00,0.032,0.7,0.38,8.9,6.9,25,0.479,28.2,0.7,786.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-23 18:00:00,0.02,0.7,0.375,8.7,6.8,28,0.476,27,1.7,786.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-23 19:00:00,0.028,0.7,0.372,8.6,6.7,30,0.473,25.8,-0.3,786.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-23 20:00:00,0.031,0.7,0.369,8.5,6.6,33,0.47,24.6,0,786.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-23 21:00:00,0.05,0.701,0.366,8.4,6.5,33,0.468,23.6,0.3,786.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-23 22:00:00,0.031,0.7,0.366,8.4,6.5,33,0.468,22.7,-2.3,786.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-23 23:00:00,0.014,0.7,0.366,8.4,6.5,31,0.468,21.8,1.1,786.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 00:00:00,0.012,0.7,0.368,8.4,6.6,31,0.468,20.6,1.1,786.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 01:00:00,0.009,0.7,0.37,8.5,0.148,33,0.469,19.6,0.9,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 02:00:00,0.008,0.701,0.372,8.6,0.149,34,0.471,18.9,0.2,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 03:00:00,0.007,0.7,0.375,8.7,0.151,33,0.473,18.4,0.8,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 04:00:00,0.006,0.7,0.378,8.8,0.153,34,0.475,18.1,1.5,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 05:00:00,0.006,0.7,0.382,8.9,0.156,35,0.477,17.6,2.6,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 06:00:00,0.032,0.7,0.385,9.1,0.159,35,0.479,17.2,1.4,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 07:00:00,0.079,0.7,0.386,9.2,0.161,36,0.482,17.1,2.8,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 08:00:00,0.035,0.7,0.391,9.3,0.164,36,0.484,18.7,2.2,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 09:00:00,0.024,0.7,0.394,9.4,0.165,37,0.485,19.9,0.7,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 10:00:00,0.031,0.7,0.397,9.5,0.167,37,0.487,22.7,1,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 11:00:00,0.043,0.7,0.399,9.6,0.169,36,0.488,23.4,0.3,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 12:00:00,0.032,0.701,0.4,9.7,0.17,34,0.489,24.8,0,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 13:00:00,0.017,0.7,0.402,9.7,0.17,34,0.489,25.7,-2.1,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 14:00:00,0.009,0.7,0.399,9.6,0.168,32,0.488,27.5,2.1,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 15:00:00,0.016,0.7,0.395,9.4,0.165,31,0.487,28.1,1.5,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 16:00:00,0.015,0.7,0.391,9.3,0.163,28,0.485,28.2,1,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 17:00:00,0.02,0.7,0.386,9.1,0.159,33,0.482,26.8,-0.8,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 18:00:00,0.021,0.7,0.382,8.9,0.156,34,0.479,25.8,0.4,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 19:00:00,0.024,0.7,0.378,8.8,0.153,34,0.476,24.2,-0.3,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 20:00:00,0.031,0.7,0.375,8.7,0.152,34,0.474,23.3,-2.3,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 21:00:00,0.023,0.7,0.375,8.7,0.151,33,0.473,22.9,-1.5,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 22:00:00,0.017,0.7,0.374,8.6,0.15,34,0.473,22.3,-1.6,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-24 23:00:00,0.017,0.7,0.374,8.6,0.15,35,0.472,21.4,-2,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 00:00:00,0.009,0.701,0.375,8.7,0.151,36,0.473,20.8,0.4,783.9,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 01:00:00,0.009,0.7,0.378,8.7,0.152,38,0.474,19.9,-0.3,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 02:00:00,0.012,0.7,0.38,8.8,0.153,40,0.474,19.2,1,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 03:00:00,0.008,0.701,0.381,8.8,0.154,41,0.476,19,-0.6,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 04:00:00,0.006,0.7,0.383,8.9,0.156,41,0.477,18.8,-0.4,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 05:00:00,0.101,0.701,0.381,9,0.158,39,0.479,18.5,-0.7,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 06:00:00,0.011,0.7,0.389,9.1,0.16,41,0.481,18.1,0,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 07:00:00,0.018,0.7,0.392,9.3,0.162,42,0.483,17.9,3.5,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 08:00:00,0.017,0.7,0.396,9.4,0.165,43,0.485,19.1,-1.3,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 09:00:00,0.027,0.701,0.397,9.5,0.167,42,0.487,21.4,1,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 10:00:00,0.034,0.7,0.399,9.6,0.167,41,0.487,22.5,-0.9,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 11:00:00,0.029,0.701,0.401,9.6,0.169,40,0.488,24.8,-1.9,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 12:00:00,0.038,0.7,0.402,9.6,0.169,40,0.489,25.4,-1.5,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 13:00:00,0.05,0.701,0.401,9.6,0.169,39,0.488,25.3,-1.5,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 14:00:00,0.044,0.701,0.399,9.6,0.168,37,0.488,26.7,4.7,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 15:00:00,0.025,0.701,0.395,9.4,7.4,34,0.487,26.8,-1.3,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 16:00:00,0.025,0.7,0.391,9.3,7.3,34,0.485,27.4,-1.7,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 17:00:00,0.027,0.7,0.389,9.2,7.2,35,0.484,26.2,0.5,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 18:00:00,0.018,0.7,0.386,9.1,7.1,38,0.482,24.8,0.2,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 19:00:00,0.021,0.7,0.384,9,7,41,0.48,22.6,3.3,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 20:00:00,0.017,0.7,0.383,8.9,7,39,0.479,21.2,-0.6,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 21:00:00,0.018,0.701,0.383,8.9,7,38,0.478,20.8,-0.2,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 22:00:00,0.023,0.7,0.383,8.9,7,38,0.477,20.8,-0.4,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-25 23:00:00,0.017,0.7,0.384,8.9,7,38,0.478,20.9,-0.4,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 00:00:00,0.012,0.7,0.384,9,7,39,0.479,20.2,0.3,784.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 01:00:00,0.009,0.7,0.386,9,7,41,0.479,18.7,-0.3,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 02:00:00,0.013,0.7,0.388,9.1,7.1,43,0.48,18,2,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 03:00:00,0.01,0.702,0.39,9.2,7.2,43,0.482,18.4,-1,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 04:00:00,0.009,0.7,0.392,9.3,7.3,43,0.483,18.3,0.6,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 05:00:00,0.009,0.7,0.394,9.4,7.3,43,0.484,18.4,-1,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 06:00:00,0.014,0.7,0.395,9.4,7.4,42,0.485,18.5,0.8,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 07:00:00,0.011,0.7,0.399,9.5,7.5,43,0.487,18.4,-1.1,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 08:00:00,0.013,0.7,0.399,9.6,7.5,42,0.488,19.6,0,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 09:00:00,0.009,0.701,0.402,9.7,7.6,43,0.488,20.4,1.5,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 10:00:00,0.012,0.7,0.404,9.7,7.7,42,0.49,22.8,-2.9,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 11:00:00,0.009,0.701,0.405,9.8,7.7,41,0.49,24.4,-0.5,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 12:00:00,0.009,0.701,0.407,9.8,7.7,39,0.491,25.9,1.8,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 13:00:00,0.018,0.7,0.405,9.8,7.7,37,0.49,26.8,-0.3,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 14:00:00,0.013,0.701,0.402,9.7,7.6,36,0.489,27.6,-2.1,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 15:00:00,0.014,0.7,0.397,9.5,7.5,34,0.488,28.4,-0.8,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 16:00:00,0.022,0.7,0.391,9.3,7.3,32,0.485,29,0.3,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 17:00:00,0.018,0.701,0.386,9.1,7.1,39,0.481,23.7,-0.1,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 18:00:00,0.014,0.7,0.384,9,7,42,0.479,19,-2.4,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 19:00:00,0.017,0.701,0.381,8.9,6.9,39,0.477,19.8,0.7,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 20:00:00,0.031,0.7,0.379,8.8,6.9,41,0.476,20.1,-0.4,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 21:00:00,0.036,0.7,0.378,8.8,6.9,39,0.476,20.9,-2.2,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 22:00:00,0.041,0.7,0.378,8.8,6.9,40,0.476,20.7,-0.5,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-26 23:00:00,0.029,0.701,0.38,8.8,6.9,41,0.476,20.7,-2.6,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 00:00:00,0.012,0.7,0.382,8.9,7,39,0.477,20.5,0.3,784,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 01:00:00,0.014,0.701,0.383,9,7,39,0.479,19.7,2.3,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 02:00:00,0.01,0.7,0.387,9.1,7.1,40,0.48,19.2,-2.2,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 03:00:00,0.006,0.7,0.39,9.2,7.2,40,0.482,18.8,-0.1,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 04:00:00,0.008,0.7,0.393,9.3,7.3,41,0.484,18.5,-1.1,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 05:00:00,0.01,0.701,0.396,9.4,7.4,42,0.485,17.8,-0.6,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 06:00:00,0.009,0.7,0.399,9.6,0.168,43,0.487,17.9,2,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 07:00:00,0.025,0.7,0.4,9.7,0.17,44,0.488,17.7,-0.4,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 08:00:00,0.033,0.7,0.402,9.7,0.172,44,0.489,18.2,0.9,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 09:00:00,0.02,0.7,0.404,9.8,0.173,43,0.49,19.2,1.6,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 10:00:00,0.017,0.701,0.407,9.9,0.175,43,0.491,21.1,1.7,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 11:00:00,0.013,0.7,0.408,10,0.176,43,0.491,21.9,1.5,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 12:00:00,0.01,0.7,0.409,10,0.176,41,0.491,23.4,-0.3,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 13:00:00,0.014,0.7,0.408,10,0.176,39,0.492,25.2,0.4,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 14:00:00,0.013,0.701,0.409,10,0.176,40,0.492,25.7,0.9,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 15:00:00,0.014,0.701,0.407,9.9,0.175,38,0.491,27,-1.1,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 16:00:00,0.025,0.7,0.404,9.8,0.172,37,0.49,26.7,-0.5,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 17:00:00,0.021,0.7,0.401,9.7,0.17,39,0.49,25.1,-0.2,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 18:00:00,0.021,0.7,0.399,9.6,0.169,41,0.488,23.8,-1.2,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 19:00:00,0.02,0.7,0.397,9.5,0.167,42,0.487,22.1,-1.1,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 20:00:00,0.023,0.7,0.395,9.4,0.166,42,0.486,21.4,-1.4,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 21:00:00,0.027,0.7,0.394,9.4,0.165,42,0.485,21.3,0.5,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 22:00:00,0.026,0.7,0.393,9.4,0.164,43,0.485,20.5,-1.2,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-27 23:00:00,0.009,0.7,0.393,9.3,0.164,44,0.484,18.5,1.4,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 00:00:00,0.008,0.7,0.392,9.3,0.163,44,0.484,18.3,-1.9,783.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 01:00:00,0.008,0.7,0.393,9.3,0.164,44,0.484,17.8,0,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 02:00:00,0.006,0.7,0.396,9.4,0.165,43,0.485,17.2,-3.3,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 03:00:00,0.006,0.7,0.398,9.5,0.167,44,0.486,17,0.6,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 04:00:00,0.008,0.701,0.399,9.6,0.168,44,0.487,17,-1.4,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 05:00:00,0.008,0.701,0.402,9.6,0.169,44,0.488,17.3,0.6,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 06:00:00,0.008,0.7,0.403,9.7,0.171,44,0.488,17.3,1.4,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 07:00:00,0.016,0.7,0.405,9.8,0.172,44,0.49,17.5,-4.1,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 08:00:00,0.021,0.701,0.405,9.9,0.174,43,0.49,17.4,-1.5,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 09:00:00,0.016,0.701,0.41,10,0.176,44,0.491,18.1,-0.7,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 10:00:00,0.027,0.7,0.41,10,0.177,43,0.491,19.5,-1.3,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 11:00:00,0.019,0.7,0.413,10.1,0.178,43,0.492,20.6,1,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 12:00:00,0.02,0.701,0.415,10.1,0.179,43,0.493,21.5,-1.7,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 13:00:00,0.014,0.7,0.413,10.1,0.179,42,0.493,22.5,-0.6,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 14:00:00,0.017,0.7,0.416,10.2,0.179,43,0.493,23.8,0.7,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 15:00:00,0.024,0.7,0.416,10.2,0.18,41,0.493,25,1.3,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 16:00:00,0.029,0.7,0.415,10.2,0.179,41,0.493,25,-1.2,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 17:00:00,0.028,0.7,0.413,10.1,0.179,43,0.493,23.8,0.1,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 18:00:00,0.021,0.7,0.411,10,0.178,44,0.492,22.8,1.3,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 19:00:00,0.035,0.7,0.41,10,0.177,42,0.492,22.4,-4.4,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 20:00:00,0.042,0.7,0.408,10,0.176,41,0.491,21.9,0.4,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 21:00:00,0.028,0.7,0.408,10,0.176,43,0.491,21.2,-2.8,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 22:00:00,0.03,0.7,0.408,9.9,0.176,44,0.491,20.4,1,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-28 23:00:00,0.017,0.7,0.407,9.9,0.175,43,0.49,19.6,-0.5,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 00:00:00,0.011,0.701,0.407,9.8,0.173,43,0.49,18.7,0.2,783.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 01:00:00,0.012,0.7,0.406,9.8,0.173,44,0.49,18.3,-1.2,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 02:00:00,0.014,0.7,0.407,9.9,0.173,43,0.49,18.3,-4.2,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 03:00:00,0.011,0.701,0.408,9.9,0.175,44,0.49,17.9,0,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 04:00:00,0.014,0.7,0.41,10,0.176,44,0.491,17.6,-1.5,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 05:00:00,0.011,0.701,0.411,10.1,0.178,44,0.492,17.6,2.4,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 06:00:00,0.008,0.7,0.414,10.2,0.179,44,0.493,17.5,-1.8,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 07:00:00,0.009,0.7,0.416,10.2,0.181,44,0.493,17.3,0.8,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 08:00:00,0.013,0.701,0.417,10.3,0.182,44,0.493,17.2,1.4,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 09:00:00,0.013,0.7,0.419,10.3,0.183,44,0.494,17.8,-0.7,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 10:00:00,0.013,0.701,0.42,10.4,0.184,42,0.494,18.7,-0.5,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 11:00:00,0.014,0.701,0.422,10.5,0.186,43,0.495,20.6,-0.2,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 12:00:00,0.025,0.701,0.425,10.5,0.187,41,0.495,22.6,0.1,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 13:00:00,0.03,0.7,0.427,10.6,0.189,40,0.496,23.3,-0.2,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 14:00:00,0.025,0.701,0.428,10.7,0.189,38,0.496,24.7,-0.9,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 15:00:00,0.026,0.701,0.425,10.6,0.188,38,0.496,25.3,-1.4,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 16:00:00,0.027,0.7,0.423,10.5,0.186,39,0.495,24.6,0.1,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 17:00:00,0.026,0.7,0.42,10.4,0.184,39,0.495,23.8,-2.2,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 18:00:00,0.02,0.7,0.418,10.3,0.183,40,0.494,23.2,0,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 19:00:00,0.026,0.7,0.416,10.2,0.181,42,0.493,22.5,-1.3,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 20:00:00,0.041,0.7,0.413,10.2,0.18,42,0.493,21.5,-0.2,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 21:00:00,0.03,0.7,0.413,10.1,0.179,41,0.493,20.6,0.9,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 22:00:00,0.024,0.7,0.413,10.1,0.179,41,0.492,20.2,2.1,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-29 23:00:00,0.018,0.701,0.412,10.1,0.178,41,0.492,19.9,-3.1,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 00:00:00,0.013,0.701,0.414,10.1,0.179,41,0.492,19.2,-1.9,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 01:00:00,0.009,0.7,0.415,10.2,0.179,41,0.492,18.6,2.9,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 02:00:00,0.007,0.7,0.416,10.2,0.18,41,0.493,18.2,0.9,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 03:00:00,0.006,0.7,0.417,10.3,0.181,42,0.493,17.9,-0.5,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 04:00:00,0.006,0.7,0.419,10.3,0.183,43,0.493,17.6,-2,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 05:00:00,0.005,0.7,0.419,10.3,0.183,44,0.493,17.3,-2.5,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 06:00:00,0.006,0.7,0.42,10.4,0.184,44,0.494,16.8,0.7,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 07:00:00,0.015,0.7,0.421,10.4,0.185,44,0.494,16.5,-2,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 08:00:00,0.017,0.701,0.421,10.4,0.185,43,0.494,16.8,-0.4,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 09:00:00,0.018,0.701,0.422,10.5,0.185,43,0.495,17.9,-1.1,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 10:00:00,0.007,0.701,0.424,10.5,0.187,43,0.495,18.6,-2.2,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 11:00:00,0.013,0.7,0.426,10.6,0.189,43,0.496,20.8,0.7,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 12:00:00,0.012,0.701,0.429,10.7,0.19,43,0.496,22.1,-1,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 13:00:00,0.017,0.7,0.429,10.8,0.192,42,0.496,23,-1.1,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 14:00:00,0.011,0.701,0.429,10.8,0.191,40,0.496,24.2,-0.4,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 15:00:00,0.018,0.701,0.427,10.7,0.19,38,0.496,25.1,-0.8,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 16:00:00,0.028,0.7,0.425,10.6,0.189,39,0.496,24.6,-1.1,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 17:00:00,0.025,0.701,0.423,10.5,0.187,40,0.495,23.9,1.6,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 18:00:00,0.033,0.7,0.421,10.5,0.186,43,0.495,23.1,3.1,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 19:00:00,0.022,0.7,0.419,10.4,0.184,44,0.494,21.2,-0.6,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 20:00:00,0.014,0.701,0.413,10.2,0.18,43,0.493,19.2,-2.5,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 21:00:00,0.013,0.7,0.41,10,0.177,43,0.491,17.8,-1.3,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 22:00:00,0.012,0.7,0.409,10,0.176,44,0.491,17.3,-1,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-05-30 23:00:00,0.015,0.7,0.409,10,0.176,43,0.491,17.4,-3,783.1,0,0,0,0,0,0,0,0,0,0,0,0,,
