Time,Conc (mg/m3),Qtot (m3),no (V),WS (MPS),WS (MPS),RH (%),WS (KPH),AT (C),Stab (ug),Ref (ug),E,U,M,I,L,R,N,F,P,D,C,T,,
2022-09-30 11:00:00,0.037,0.7,0.412,10,7.9,39,0.491,20.3,0,783.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-30 12:00:00,0.047,0.7,0.412,10,7.9,38,0.491,22.4,0.2,783.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-30 13:00:00,0.042,0.701,0.412,10,7.9,37,0.492,24.4,-1.4,783.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-30 14:00:00,0.027,0.701,0.411,10,7.9,36,0.492,25,-1,783.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-30 15:00:00,0.02,0.701,0.411,10,7.9,34,0.492,25.7,-1.2,783.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-30 16:00:00,0.021,0.7,0.41,10,7.9,34,0.492,26.1,0.5,783.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-30 17:00:00,0.015,0.7,0.407,9.9,7.8,34,0.491,25.7,-3.1,783.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-30 18:00:00,0.023,0.7,0.404,9.7,7.7,34,0.49,24.5,-1.3,783.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-30 19:00:00,0.031,0.7,0.402,9.7,7.6,34,0.489,23,0.5,783.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-30 20:00:00,0.042,0.7,0.4,9.6,7.6,34,0.488,22.4,0.5,783.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-30 21:00:00,0.037,0.7,0.399,9.6,7.5,33,0.487,21.8,-1.8,783.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-30 22:00:00,0.032,0.7,0.399,9.5,7.5,35,0.487,20,-1.3,783.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-09-30 23:00:00,0.018,0.7,0.4,9.5,7.5,37,0.487,19,2.1,783.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 00:00:00,0.013,0.701,0.401,9.6,7.5,38,0.487,18,-0.8,783.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 01:00:00,0.015,0.701,0.402,9.6,7.6,39,0.487,17.6,2.2,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 02:00:00,0.011,0.7,0.403,9.7,7.6,39,0.488,17.6,1.8,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 03:00:00,0.017,0.7,0.405,9.7,7.6,39,0.488,17.5,-3.9,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 04:00:00,0.016,0.7,0.406,9.8,7.7,40,0.489,17.2,1.3,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 05:00:00,0.019,0.7,0.408,9.9,7.8,41,0.49,17,-1.4,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 06:00:00,0.017,0.7,0.41,9.9,7.8,41,0.49,16.9,0.6,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 07:00:00,0.02,0.7,0.411,10,7.9,42,0.49,16.9,1.1,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 08:00:00,0.023,0.701,0.411,10,7.9,42,0.491,17.7,1.5,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 09:00:00,0.017,0.701,0.412,10,7.9,40,0.491,19.9,-2.3,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 10:00:00,0.024,0.7,0.412,10,7.9,38,0.491,22.1,0.2,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 11:00:00,0.039,0.701,0.411,10,7.9,37,0.492,24.3,-0.6,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 12:00:00,0.03,0.7,0.412,10,7.9,36,0.492,26.3,0.5,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 13:00:00,0.023,0.7,0.411,10,7.9,32,0.492,27.6,0.3,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 14:00:00,0.025,0.7,0.41,9.9,7.8,30,0.492,28.9,-2.1,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 15:00:00,0.016,0.7,0.406,9.8,7.7,29,0.491,29.5,-1.6,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 16:00:00,0.019,0.7,0.402,9.7,7.6,35,0.489,24.7,2,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 17:00:00,0.018,0.7,0.397,9.5,7.5,32,0.487,24,-0.8,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 18:00:00,0.021,0.7,0.394,9.4,0.164,31,0.485,23.2,-0.5,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 19:00:00,0.038,0.7,0.391,9.3,0.162,32,0.484,22.7,1.1,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 20:00:00,0.031,0.7,0.389,9.2,0.161,34,0.482,21.8,1.5,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 21:00:00,0.024,0.7,0.388,9.1,0.159,35,0.481,20.9,0.7,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 22:00:00,0.021,0.7,0.388,9.1,0.159,35,0.48,20.2,0.5,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-01 23:00:00,0.019,0.7,0.389,9.1,0.159,36,0.48,19.3,1.9,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 00:00:00,0.023,0.7,0.389,9.1,0.159,38,0.48,18.5,-1.3,782,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 01:00:00,0.011,0.7,0.389,9.1,0.16,38,0.481,18.1,-0.8,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 02:00:00,0.013,0.701,0.391,9.2,0.161,38,0.482,17.7,0.5,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 03:00:00,0.021,0.701,0.392,9.3,0.162,39,0.483,17.5,-2,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 04:00:00,0.012,0.7,0.394,9.4,0.164,39,0.484,17.2,0.3,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 05:00:00,0.019,0.7,0.397,9.5,0.166,40,0.485,17.4,1,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 06:00:00,0.019,0.701,0.4,9.6,0.168,40,0.487,17.1,0.9,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 07:00:00,0.044,0.7,0.403,9.7,0.17,41,0.488,16.9,-0.1,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 08:00:00,0.026,0.7,0.405,9.8,0.172,42,0.489,18.5,0.5,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 09:00:00,0.024,0.7,0.407,9.9,0.173,41,0.49,20.7,-0.5,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 10:00:00,0.024,0.701,0.408,9.9,0.174,38,0.49,23.3,0.5,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 11:00:00,0.031,0.7,0.408,9.9,0.174,35,0.491,25.3,-1.2,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 12:00:00,0.024,0.701,0.407,9.9,0.174,32,0.491,26.3,-1.3,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 13:00:00,0.019,0.7,0.407,9.9,0.173,30,0.491,27.5,1.3,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 14:00:00,0.015,0.7,0.405,9.8,0.172,31,0.49,27.8,0.9,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 15:00:00,0.015,0.7,0.4,9.6,0.169,28,0.489,28.7,-3.8,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 16:00:00,0.02,0.7,0.396,9.4,0.166,28,0.487,27.7,-0.1,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 17:00:00,0.016,0.7,0.393,9.3,0.163,28,0.485,27.9,-1.1,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 18:00:00,0.029,0.7,0.388,9.1,0.16,28,0.483,26.6,-0.1,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 19:00:00,0.027,0.7,0.386,9,0.158,29,0.481,25.1,1.1,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 20:00:00,0.027,0.7,0.384,9,0.156,30,0.479,24,0.9,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 21:00:00,0.026,0.7,0.382,8.9,0.155,31,0.477,22.7,0.9,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 22:00:00,0.021,0.7,0.381,8.8,0.154,31,0.477,21.2,-1.8,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-02 23:00:00,0.018,0.7,0.382,8.8,0.154,32,0.476,19.8,1.2,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 00:00:00,0.015,0.7,0.382,8.9,0.155,32,0.477,18.6,-2.2,783,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 01:00:00,0.012,0.7,0.383,8.9,0.156,33,0.477,18,-0.9,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 02:00:00,0.018,0.7,0.385,9,0.157,33,0.479,17.1,1.7,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 03:00:00,0.016,0.7,0.388,9.1,0.159,34,0.48,16.9,0.1,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 04:00:00,0.013,0.7,0.39,9.2,0.161,34,0.481,16.1,-1.3,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 05:00:00,0.023,0.701,0.394,9.3,0.164,35,0.483,15.5,3.1,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 06:00:00,0.019,0.7,0.398,9.5,0.166,35,0.485,15.4,-0.1,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 07:00:00,0.017,0.7,0.401,9.6,0.169,36,0.487,15.3,1.5,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 08:00:00,0.018,0.7,0.405,9.7,0.172,37,0.488,16.9,-0.4,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 09:00:00,0.02,0.7,0.407,9.8,0.173,37,0.49,19.1,1.8,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 10:00:00,0.015,0.7,0.408,9.9,0.174,37,0.49,21.2,3.9,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 11:00:00,0.016,0.7,0.41,9.9,0.175,36,0.491,23.8,0.7,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 12:00:00,0.013,0.701,0.409,9.9,0.175,35,0.491,25.6,-2.2,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 13:00:00,0.018,0.7,0.408,9.9,0.175,35,0.491,26.4,-0.5,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 14:00:00,0.019,0.7,0.407,9.9,0.173,34,0.491,27.4,-0.3,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 15:00:00,0.037,0.701,0.403,9.7,0.172,33,0.49,26.7,0.7,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 16:00:00,0.03,0.7,0.401,9.6,0.17,33,0.489,25.9,0.2,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 17:00:00,0.028,0.7,0.4,9.6,0.168,42,0.487,20.2,-0.6,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 18:00:00,0.021,0.7,0.396,9.4,0.166,43,0.485,17.8,0.1,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 19:00:00,0.015,0.7,0.394,9.4,0.164,43,0.484,17.6,1.2,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 20:00:00,0.026,0.7,0.391,9.3,0.163,42,0.484,17.7,0.3,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 21:00:00,0.03,0.7,0.391,9.3,0.162,43,0.483,18.3,-0.1,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 22:00:00,0.026,0.7,0.393,9.3,0.164,43,0.484,18.6,0.1,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-03 23:00:00,0.029,0.7,0.397,9.5,0.166,43,0.485,18.3,1.1,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 00:00:00,0.03,0.701,0.4,9.6,0.168,42,0.487,18.4,1,780.8,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 01:00:00,0.025,0.701,0.403,9.7,0.17,44,0.488,17.4,0.7,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 02:00:00,0.018,0.7,0.406,9.8,0.172,40,0.489,16.7,0.1,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 03:00:00,0.012,0.7,0.408,9.9,0.174,39,0.49,16,-2,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 04:00:00,0.015,0.701,0.41,10,0.175,39,0.49,15.6,1.6,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 05:00:00,0.014,0.7,0.412,10,0.176,40,0.49,15.3,1,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 06:00:00,0.021,0.7,0.413,10.1,0.178,40,0.491,15,-0.1,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 07:00:00,0.02,0.701,0.415,10.2,0.179,41,0.491,15,0,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 08:00:00,0.025,0.7,0.416,10.2,0.18,41,0.491,16.7,-0.7,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 09:00:00,0.027,0.7,0.417,10.2,0.181,41,0.492,18,-0.3,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 10:00:00,0.053,0.7,0.418,10.3,0.181,41,0.493,19.9,-1.2,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 11:00:00,0.069,0.7,0.418,10.3,0.182,42,0.493,21.9,0.8,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 12:00:00,0.04,0.7,0.418,10.3,0.182,40,0.493,24,-1.2,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 13:00:00,0.017,0.7,0.418,10.3,0.181,37,0.493,25.9,-1.6,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 14:00:00,0.023,0.7,0.416,10.2,0.18,34,0.493,27.4,0.6,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 15:00:00,0.024,0.701,0.415,10.2,0.179,33,0.493,28,-2.2,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 16:00:00,0.024,0.7,0.413,10.1,0.178,35,0.493,27.8,-0.5,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 17:00:00,0.025,0.7,0.411,10,0.178,38,0.492,24.7,0.3,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 18:00:00,0.025,0.7,0.41,10,0.176,40,0.491,22.4,-2.2,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 19:00:00,0.035,0.7,0.408,9.9,0.175,39,0.491,22.4,0.7,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 20:00:00,0.037,0.701,0.405,9.8,0.173,37,0.49,21.8,0.4,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 21:00:00,0.033,0.7,0.405,9.8,0.173,36,0.49,21.3,-0.3,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 22:00:00,0.031,0.7,0.404,9.8,0.172,37,0.49,20.2,1.9,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-04 23:00:00,0.024,0.7,0.405,9.8,0.2,38,0.49,19,-1,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 00:00:00,0.019,0.7,0.407,9.8,7.8,38,0.49,18.6,2.2,784.1,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 01:00:00,0.014,0.701,0.407,9.9,7.8,39,0.49,18.1,-0.3,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 02:00:00,0.016,0.7,0.408,9.9,7.8,39,0.49,17.6,0.9,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 03:00:00,0.013,0.7,0.41,10,7.9,41,0.49,17.3,1.2,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 04:00:00,0.013,0.7,0.411,10,7.9,42,0.49,16.8,2.4,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 05:00:00,0.025,0.7,0.413,10.1,7.9,43,0.491,16.4,0.8,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 06:00:00,0.024,0.7,0.414,10.1,8,43,0.491,16.5,-0.6,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 07:00:00,0.036,0.7,0.415,10.2,8,43,0.491,16.5,0.1,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 08:00:00,0.03,0.7,0.415,10.2,8.1,43,0.491,17.1,-0.5,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 09:00:00,0.032,0.7,0.416,10.2,8.1,42,0.492,18,2,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 10:00:00,0.03,0.7,0.418,10.3,8.1,41,0.493,18.4,1.1,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 11:00:00,0.032,0.7,0.419,10.3,8.1,40,0.493,20,-2,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 12:00:00,0.033,0.701,0.419,10.3,8.1,39,0.493,22.5,-0.1,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 13:00:00,0.029,0.7,0.418,10.2,8.1,39,0.493,24.6,-1.7,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 14:00:00,0.029,0.7,0.417,10.2,8.1,38,0.493,25.8,0.5,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 15:00:00,0.029,0.7,0.415,10.2,8,36,0.493,26.5,-0.5,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 16:00:00,0.026,0.701,0.414,10.1,8,34,0.493,26.9,2.1,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 17:00:00,0.024,0.7,0.411,10,7.9,33,0.493,25.9,-0.6,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 18:00:00,0.018,0.7,0.409,10,7.9,34,0.491,23.5,0.9,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 19:00:00,0.026,0.7,0.407,9.9,7.8,33,0.491,22.9,-0.5,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 20:00:00,0.037,0.7,0.405,9.8,7.7,33,0.49,23.2,-0.6,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 21:00:00,0.025,0.7,0.404,9.7,7.7,33,0.49,22.5,-3.1,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 22:00:00,0.017,0.7,0.404,9.7,7.6,35,0.489,21.6,0.8,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-05 23:00:00,0.016,0.7,0.404,9.7,7.6,38,0.488,20.4,0.6,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 00:00:00,0.011,0.7,0.404,9.7,7.6,40,0.488,19.5,0,782.3,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 01:00:00,0.012,0.701,0.404,9.7,7.7,42,0.489,18.6,-0.3,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 02:00:00,0.008,0.701,0.405,9.8,7.7,44,0.489,18.2,1.9,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 03:00:00,0.009,0.7,0.406,9.8,7.7,44,0.49,17.8,-0.1,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 04:00:00,0.014,0.701,0.407,9.9,7.8,43,0.49,17.6,0,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 05:00:00,0.012,0.7,0.41,9.9,7.8,44,0.49,17.1,-0.9,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 06:00:00,0.017,0.7,0.411,10,7.9,43,0.49,16.9,0,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 07:00:00,0.031,0.7,0.412,10,7.9,44,0.491,16.6,-2.2,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 08:00:00,0.012,0.7,0.415,10.1,7.9,43,0.491,16.6,0,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 09:00:00,0.018,0.701,0.416,10.1,8,43,0.491,18.4,0.4,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 10:00:00,0.029,0.7,0.416,10.2,8,42,0.492,19.2,-0.2,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 11:00:00,0.04,0.701,0.417,10.2,8,41,0.492,20.4,0.8,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
2022-10-06 12:00:00,0.037,0.7,0.416,10.2,8,40,0.492,21.5,1.1,781.2,0,0,0,0,0,0,0,0,0,0,0,0,,
