time,longitude,latitude,pm25_rh35_gcc
2022-09-01 00:30:00,36.5,-1.5,5.184004
2022-09-01 00:30:00,36.5,-1.25,38.48869
2022-09-01 00:30:00,36.5,-1.0,46.80119
2022-09-01 00:30:00,36.75,-1.5,6.5824413
2022-09-01 00:30:00,36.75,-1.25,43.23869
2022-09-01 00:30:00,36.75,-1.0,55.17619
2022-09-01 00:30:00,37.0,-1.5,5.8324413
2022-09-01 00:30:00,37.0,-1.25,9.910566
2022-09-01 00:30:00,37.0,-1.0,10.801191
2022-09-01 00:30:00,37.25,-1.5,6.355879
2022-09-01 00:30:00,37.25,-1.25,4.949629
2022-09-01 00:30:00,37.25,-1.0,5.137129
2022-09-01 01:30:00,36.5,-1.5,5.0849967
2022-09-01 01:30:00,36.5,-1.25,41.241245
2022-09-01 01:30:00,36.5,-1.0,53.303745
2022-09-01 01:30:00,36.75,-1.5,6.577184
2022-09-01 01:30:00,36.75,-1.25,48.053745
2022-09-01 01:30:00,36.75,-1.0,61.866245
2022-09-01 01:30:00,37.0,-1.5,5.795934
2022-09-01 01:30:00,37.0,-1.25,10.256872
2022-09-01 01:30:00,37.0,-1.0,11.616247
2022-09-01 01:30:00,37.25,-1.5,6.5068717
2022-09-01 01:30:00,37.25,-1.25,5.327184
2022-09-01 01:30:00,37.25,-1.0,5.2412467
2022-09-01 02:30:00,36.5,-1.5,5.0245934
2022-09-01 02:30:00,36.5,-1.25,44.055843
2022-09-01 02:30:00,36.5,-1.0,60.430843
2022-09-01 02:30:00,36.75,-1.5,6.313656
2022-09-01 02:30:00,36.75,-1.25,50.805843
2022-09-01 02:30:00,36.75,-1.0,68.55585
2022-09-01 02:30:00,37.0,-1.5,5.6027184
2022-09-01 02:30:00,37.0,-1.25,10.540218
2022-09-01 02:30:00,37.0,-1.0,14.868343
2022-09-01 02:30:00,37.25,-1.5,6.501156
2022-09-01 02:30:00,37.25,-1.25,5.766781
2022-09-01 02:30:00,37.25,-1.0,5.485531
2022-09-01 03:30:00,36.5,-1.5,4.987609
2022-09-01 03:30:00,36.5,-1.25,46.67511
2022-09-01 03:30:00,36.5,-1.0,67.67511
2022-09-01 03:30:00,36.75,-1.5,6.2454214
2022-09-01 03:30:00,36.75,-1.25,52.36261
2022-09-01 03:30:00,36.75,-1.0,74.67511
2022-09-01 03:30:00,37.0,-1.5,5.0579214
2022-09-01 03:30:00,37.0,-1.25,10.768859
2022-09-01 03:30:00,37.0,-1.0,17.92511
2022-09-01 03:30:00,37.25,-1.5,6.5579214
2022-09-01 03:30:00,37.25,-1.25,5.5579214
2022-09-01 03:30:00,37.25,-1.0,5.846984
2022-09-01 04:30:00,36.5,-1.5,4.5404816
2022-09-01 04:30:00,36.5,-1.25,34.360794
2022-09-01 04:30:00,36.5,-1.0,60.110794
2022-09-01 04:30:00,36.75,-1.5,5.563919
2022-09-01 04:30:00,36.75,-1.25,39.423294
2022-09-01 04:30:00,36.75,-1.0,68.298294
2022-09-01 04:30:00,37.0,-1.5,4.9311066
