time,longitude,latitude,pm25_rh35_gcc
2022-04-01 00:30:00,36.5,-1.5,14.213497
2022-04-01 00:30:00,36.5,-1.25,17.072872
2022-04-01 00:30:00,36.5,-1.0,12.463497
2022-04-01 00:30:00,36.75,-1.5,19.010372
2022-04-01 00:30:00,36.75,-1.25,20.604122
2022-04-01 00:30:00,36.75,-1.0,10.291622
2022-04-01 00:30:00,37.0,-1.5,14.072872
2022-04-01 00:30:00,37.0,-1.25,16.354122
2022-04-01 00:30:00,37.0,-1.0,11.291622
2022-04-01 00:30:00,37.25,-1.5,11.447872
2022-04-01 00:30:00,37.25,-1.25,11.494747
2022-04-01 00:30:00,37.25,-1.0,10.416622
2022-04-01 01:30:00,36.5,-1.5,16.160782
2022-04-01 01:30:00,36.5,-1.25,15.442032
2022-04-01 01:30:00,36.5,-1.0,9.879532
2022-04-01 01:30:00,36.75,-1.5,15.707657
2022-04-01 01:30:00,36.75,-1.25,21.410782
2022-04-01 01:30:00,36.75,-1.0,9.238907
2022-04-01 01:30:00,37.0,-1.5,11.035782
2022-04-01 01:30:00,37.0,-1.25,15.223282
2022-04-01 01:30:00,37.0,-1.0,11.207657
2022-04-01 01:30:00,37.25,-1.5,10.723282
2022-04-01 01:30:00,37.25,-1.25,10.770157
2022-04-01 01:30:00,37.25,-1.0,9.973282
2022-04-01 02:30:00,36.5,-1.5,14.300973
2022-04-01 02:30:00,36.5,-1.25,16.816597
2022-04-01 02:30:00,36.5,-1.0,8.894723
2022-04-01 02:30:00,36.75,-1.5,12.082223
2022-04-01 02:30:00,36.75,-1.25,27.191597
2022-04-01 02:30:00,36.75,-1.0,13.113473
2022-04-01 02:30:00,37.0,-1.5,11.019723
2022-04-01 02:30:00,37.0,-1.25,14.660348
2022-04-01 02:30:00,37.0,-1.0,13.863473
2022-04-01 02:30:00,37.25,-1.5,10.879098
2022-04-01 02:30:00,37.25,-1.25,10.191598
2022-04-01 02:30:00,37.25,-1.0,9.363473
2022-04-01 03:30:00,36.5,-1.5,11.443042
2022-04-01 03:30:00,36.5,-1.25,21.22429
2022-04-01 03:30:00,36.5,-1.0,12.271167
2022-04-01 03:30:00,36.75,-1.5,11.786792
2022-04-01 03:30:00,36.75,-1.25,27.00554
2022-04-01 03:30:00,36.75,-1.0,18.34929
2022-04-01 03:30:00,37.0,-1.5,11.161792
2022-04-01 03:30:00,37.0,-1.25,11.739917
2022-04-01 03:30:00,37.0,-1.0,11.427417
2022-04-01 03:30:00,37.25,-1.5,10.505542
2022-04-01 03:30:00,37.25,-1.25,9.849292
2022-04-01 03:30:00,37.25,-1.0,8.411792
2022-04-01 04:30:00,36.5,-1.5,10.187243
2022-04-01 04:30:00,36.5,-1.25,22.04662
2022-04-01 04:30:00,36.5,-1.0,16.42162
2022-04-01 04:30:00,36.75,-1.5,11.140368
2022-04-01 04:30:00,36.75,-1.25,21.95287
2022-04-01 04:30:00,36.75,-1.0,14.624743
2022-04-01 04:30:00,37.0,-1.5,10.624743
2022-04-01 04:30:00,37.0,-1.25,13.484118
2022-04-01 04:30:00,37.0,-1.0,11.609118
2022-04-01 04:30:00,37.25,-1.5,10.921618
2022-04-01 04:30:00,37.25,-1.25,10.249743
2022-04-01 04:30:00,37.25,-1.0,8.796618
2022-04-01 05:30:00,36.5,-1.5,9.213268
2022-04-01 05:30:00,36.5,-1.25,16.963268
2022-04-01 05:30:00,36.5,-1.0,13.463268
2022-04-01 05:30:00,36.75,-1.5,9.682018
2022-04-01 05:30:00,36.75,-1.25,18.307018
2022-04-01 05:30:00,36.75,-1.0,12.635143
2022-04-01 05:30:00,37.0,-1.5,9.994518
2022-04-01 05:30:00,37.0,-1.25,14.057018
2022-04-01 05:30:00,37.0,-1.0,10.557018
2022-04-01 05:30:00,37.25,-1.5,9.916393
2022-04-01 05:30:00,37.25,-1.25,9.853893
2022-04-01 05:30:00,37.25,-1.0,8.447643
2022-04-01 06:30:00,36.5,-1.5,8.510672
2022-04-01 06:30:00,36.5,-1.25,11.807547
2022-04-01 06:30:00,36.5,-1.0,8.049734
2022-04-01 06:30:00,36.75,-1.5,9.088797
2022-04-01 06:30:00,36.75,-1.25,15.463797
2022-04-01 06:30:00,36.75,-1.0,10.276297
2022-04-01 06:30:00,37.0,-1.5,8.104422
2022-04-01 06:30:00,37.0,-1.25,10.088797
2022-04-01 06:30:00,37.0,-1.0,8.666922
2022-04-01 06:30:00,37.25,-1.5,7.612234
2022-04-01 06:30:00,37.25,-1.25,7.393484
2022-04-01 06:30:00,37.25,-1.0,7.1356716
2022-04-01 07:30:00,36.5,-1.5,7.124708
2022-04-01 07:30:00,36.5,-1.25,9.757521
2022-04-01 07:30:00,36.5,-1.0,6.7418957
